Cartera de préstamos hipotecarios al día 03.01.2005
Clasificación por relación principal inicial /Valor Tasación,,,
Intervalos Relación
principal inicial /Valor
Tasación,Préstamos
%,Principal inicial
(euros) %,(%) Principal
inicial/
V. Tasación *
0,01 - 5,00,8 0,10,201.076,90 0,02,3,77
5,01 - 10,00,22 0,28,749.521,53 0,09,8,83
10,01 - 15,00,83 1,07,3.112.023,74 0,35,12,88
15,01 - 20,00,131 1,69,5.788.871,47 0,66,17,97
20,01 - 25,00,180 2,33,9.398.552,38 1,07,23,02
25,01 - 30,00,252 3,26,15.645.879,16 1,78,27,83
30,01 - 35,00,305 3,94,24.479.641,03 2,79,32,56
35,01 - 40,00,388 5,02,34.546.876,72 3,94,37,66
40,01 - 45,00,445 5,75,38.293.165,12 4,36,42,67
45,01 - 50,00,528 6,83,52.052.107,31 5,93,47,59
50,01 - 55,00,593 7,67,65.232.467,96 7,43,52,56
55,01 - 60,00,667 8,62,77.713.659,62 8,85,57,64
60,01 - 65,00,613 7,93,75.934.279,19 8,65,62,58
65,01 - 70,00,756 9,77,92.325.611,09 10,52,67,75
70,01 - 75,00,674 8,71,90.410.898,61 10,30,72,69
75,01 - 80,00,1.286 16,63,173.904.820,69 19,81,78,46
80,01 - 85,00,552 7,14,79.311.347,34 9,04,82,00
85,01 - 90,00,158 2,04,20.584.402,20 2,35,86,81
90,01 - 95,00,51 0,66,8.440.253,49 0,96,92,52
95,01 - 100,00,43 0,56,9.610.411,73 1,09,99,00
Total 7.735 100,00 877.735.867,28 100,00,,,
Media Ponderada: 63,99
Media Simple: 59,50
Mínimo: 2,26
Máximo: 100,00
*Relación Principal inicial /V. Tasación son medias ponderadas por el principal inicial.,,,
