Cartera de préstamos hipotecarios al día 03.01.2005
Clasificación por principal pendiente de vencer,,
Intervalo de principal pendiente
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %
165.000,00 - 179.999,99,272 3,52,46.775.851,56 5,89
180.000,00 - 194.999,99,176 2,28,33.101.705,47 4,17
195.000,00 - 209.999,99,108 1,40,21.850.526,21 2,75
210.000,00 - 224.999,99,88 1,14,19.136.879,15 2,41
225.000,00 - 239.999,99,64 0,83,14.887.145,54 1,88
240.000,00 - 254.999,99,43 0,56,10.634.024,26 1,34
255.000,00 - 269.999,99,36 0,47,9.458.771,18 1,19
270.000,00 - 284.999,99,36 0,47,9.948.646,25 1,25
285.000,00 - 299.999,99,40 0,52,11.694.449,72 1,47
300.000,00 - 314.999,99,23 0,30,7.086.370,41 0,89
315.000,00 - 329.999,99,23 0,30,7.409.467,03 0,93
330.000,00 - 344.999,99,25 0,32,8.490.027,55 1,07
345.000,00 - 359.999,99,9 0,12,3.166.825,96 0,40
360.000,00 - 374.999,99,11 0,14,4.047.125,42 0,51
375.000,00 - 389.999,99,7 0,09,2.680.661,93 0,34
390.000,00 - 404.999,99,10 0,13,3.963.202,54 0,50
405.000,00 - 419.999,99,3 0,04,1.232.647,70 0,16
420.000,00 - 434.999,99,2 0,03,853.909,18 0,11
435.000,00 - 449.999,99,4 0,05,1.759.477,10 0,22
450.000,00 - 464.999,99,3 0,04,1.374.532,57 0,17
465.000,00 - 479.999,99,5 0,06,2.352.949,74 0,30
480.000,00 - 494.999,99,7 0,09,3.413.520,29 0,43
495.000,00 - 509.999,99,1 0,01,507.418,84 0,06
510.000,00 - 524.999,99,1 0,01,520.734,89 0,07
525.000,00 - 539.999,99,3 0,04,1.584.837,17 0,20
555.000,00 - 569.999,99,1 0,01,562.798,86 0,07
570.000,00 - 584.999,99,3 0,04,1.733.650,55 0,22
585.000,00 - 599.999,99,1 0,01,587.368,49 0,07
705.000,00 - 719.999,99,1 0,01,711.362,60 0,09
Total 7.735 100,00 793.849.170,36 100,00,,
Principal medio: 102.630,79
Principal mínimo: 2.998,14
Principal máximo: 711.362,60,,
