Cartera de préstamos hipotecarios al día 31.10.2008
Clasificación por periodo de carencia de amortización de principal,,
Vencimiento del periodo de
carencia de principal,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Sin Carencia,10.038 53,87,1.568.997.893,65 48,86
Del 01/10/2008 al 31/12/2008,85 0,46,15.859.200,28 0,49
Del 01/01/2009 al 31/03/2009,105 0,56,22.550.717,94 0,70
Del 01/04/2009 al 30/06/2009,122 0,65,24.519.602,15 0,76
Del 01/07/2009 al 30/09/2009,93 0,50,19.919.908,28 0,62
Del 01/10/2009 al 31/12/2009,124 0,67,23.484.887,83 0,73
Del 01/01/2010 al 31/03/2010,147 0,79,27.285.287,35 0,85
Del 01/04/2010 al 30/06/2010,151 0,81,28.953.833,67 0,90
Del 01/07/2010 al 30/09/2010,106 0,57,20.333.487,65 0,63
Del 01/10/2010 al 31/12/2010,71 0,38,12.247.986,43 0,38
Del 01/01/2011 al 31/03/2011,68 0,36,13.006.773,68 0,41
Del 01/04/2011 al 30/06/2011,91 0,49,17.957.764,39 0,56
Del 01/07/2011 al 30/09/2011,204 1,09,37.614.328,60 1,17
Del 01/10/2011 al 31/12/2011,1.118 6,00,218.247.554,82 6,80
Del 01/01/2012 al 31/03/2012,1.659 8,90,320.017.974,49 9,97
Del 01/04/2012 al 30/06/2012,1.172 6,29,223.471.844,21 6,96
Del 01/07/2012 al 30/09/2012,594 3,19,108.874.829,46 3,39
Del 01/10/2012 al 31/12/2012,393 2,11,72.114.869,36 2,25
Del 01/01/2013 al 31/03/2013,167 0,90,29.579.117,96 0,92
Del 01/04/2013 al 30/06/2013,171 0,92,28.679.420,48 0,89
Del 01/07/2013 al 30/09/2013,55 0,30,9.282.690,41 0,29
Del 01/10/2014 al 31/12/2014,1 0,01,92.264,81 0,00
Del 01/04/2015 al 30/06/2015,3 0,02,413.966,59 0,01
Del 01/10/2015 al 31/12/2015,1 0,01,175.000,00 0,01
Del 01/07/2016 al 30/09/2016,35 0,19,6.006.559,55 0,19
Del 01/10/2016 al 31/12/2016,218 1,17,43.499.633,74 1,35
Del 01/01/2017 al 31/03/2017,102 0,55,20.636.540,34 0,64
Del 01/04/2017 al 30/06/2017,243 1,30,49.355.460,38 1,54
Del 01/07/2017 al 30/09/2017,492 2,64,97.029.033,49 3,02
Del 01/10/2017 al 31/12/2017,388 2,08,72.914.852,42 2,27
Del 01/01/2018 al 31/03/2018,216 1,16,40.478.387,20 1,26
Del 01/04/2018 al 30/06/2018,170 0,91,32.046.336,03 1,00
Del 01/07/2018 al 30/09/2018,31 0,17,5.694.746,89 0,18
Total 18.634 100,00 3.211.342.754,53 100,00,,
