Cartera de préstamos hipotecarios al día 31.10.2008
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos Hipotecarios
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
0,01 - 5,00,4 0,02,32.108,70 0,00,4,37
5,01 - 10,00,19 0,10,575.676,79 0,02,8,15
10,01 - 15,00,49 0,26,2.121.180,91 0,07,13,28
15,01 - 20,00,115 0,62,5.760.852,13 0,18,17,91
20,01 - 25,00,157 0,84,9.576.771,21 0,30,22,72
25,01 - 30,00,184 0,99,13.478.034,95 0,42,27,62
30,01 - 35,00,274 1,47,24.996.176,92 0,78,32,54
35,01 - 40,00,324 1,74,36.091.055,57 1,12,37,67
40,01 - 45,00,451 2,42,57.293.898,66 1,78,42,73
45,01 - 50,00,566 3,04,79.325.966,71 2,47,47,64
50,01 - 55,00,694 3,72,106.908.008,41 3,33,52,61
55,01 - 60,00,849 4,56,134.172.794,39 4,18,57,67
60,01 - 65,00,1.028 5,52,164.229.962,19 5,11,62,64
65,01 - 70,00,1.487 7,98,250.565.168,59 7,80,67,95
70,01 - 75,00,1.713 9,19,314.634.999,71 9,80,72,71
75,01 - 80,00,4.634 24,87,846.577.890,28 26,36,78,50
80,01 - 85,00,783 4,20,141.727.622,65 4,41,83,02
85,01 - 90,00,1.168 6,27,217.792.426,53 6,78,87,98
90,01 - 95,00,1.156 6,20,221.550.321,72 6,90,92,90
95,01 - 100,00,2.979 15,99,583.931.837,51 18,18,98,76
Total 18.634 100,00 3.211.342.754,53 100,00,,,
Media Ponderada: 77,32 %
Media Simple: 74,44 %
Mínimo: 0,36 %
Máximo: 100,00 %
*Relación Principal pendiente /V. Tasación son medias ponderadas por el principal pendiente.
** Valor de tasación: suma de todos los valores de tasación, en su caso, de cada inmueble hipotecado por
cada uno de préstamos hipotecarios.,,,
