Cartera de préstamos hipotecarios al día 31.10.2008
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2026,132 0,71,17.217.327,04 0,54,211,96 1/07/2026
2027,292 1,57,36.251.865,83 1,13,225,25 9/08/2027
2028,338 1,81,39.356.081,28 1,23,233,57 18/04/2028
2029,92 0,49,13.875.639,26 0,43,248,31 11/07/2029
2030,174 0,93,26.155.245,57 0,81,260,42 15/07/2030
2031,216 1,16,35.049.974,46 1,09,271,79 25/06/2031
2032,490 2,63,70.612.251,93 2,20,284,81 26/07/2032
2033,526 2,82,69.855.721,19 2,18,294,09 4/05/2033
2034,166 0,89,27.064.825,01 0,84,308,15 6/07/2034
2035,307 1,65,51.524.001,15 1,60,320,52 18/07/2035
2036,443 2,38,80.940.237,01 2,52,332,03 2/07/2036
2037,917 4,92,149.309.303,06 4,65,344,15 6/07/2037
2038,901 4,84,134.045.476,70 4,17,353,89 28/04/2038
2039,144 0,77,28.802.167,58 0,90,367,55 18/06/2039
2040,254 1,36,46.560.467,19 1,45,380,34 12/07/2040
2041,408 2,19,72.320.445,69 2,25,392,69 22/07/2041
2042,752 4,04,132.226.461,22 4,12,404,05 3/07/2042
2043,615 3,30,102.675.798,75 3,20,413,93 30/04/2043
2044,230 1,23,42.563.940,78 1,33,427,43 14/06/2044
2045,283 1,52,52.480.334,16 1,63,439,81 26/06/2045
2046,1.631 8,75,325.640.513,62 10,14,455,30 10/10/2046
2047,6.046 32,45,1.148.565.341,47 35,77,463,34 12/06/2047
2048,2.526 13,56,434.033.802,19 13,52,473,14 5/04/2048
Total 18.634 100,00 3.211.342.754,53 100,00,,,
Media ponderada: 412,05 04/03/2043
Media simple: 400,86 28/03/2042
Mínimo: 23,29 10/10/2010
Máximo: 478,16 5/09/2048
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente.,,,
