Cartera de préstamos hipotecarios al día 31.10.2008
Clasificación por Comunidades Autónomas,,
,Préstamos Hipotecarios
%,Principal pendiente
( euros) %
Andalucía,2.888 15,50,471.643.011,49 14,69
Aragón,126 0,68,19.035.692,47 0,59
Asturias,183 0,98,21.771.386,49 0,68
Baleares,1.022 5,48,212.456.586,82 6,62
Canarias,698 3,75,108.222.288,82 3,37
Cantabria,76 0,41,12.729.241,94 0,40
Cataluña,2.227 11,95,515.341.196,54 16,05
Ceuta,1 0,01,104.954,08 0,00
País Vasco,125 0,67,25.932.503,14 0,81
Extremadura,110 0,59,14.102.251,36 0,44
Galicia,317 1,70,43.291.349,87 1,35
Castilla-León,595 3,19,95.900.112,45 2,99
Madrid,1.308 7,02,286.684.883,48 8,93
Castilla La Mancha,659 3,54,102.502.647,86 3,19
