Cartera de préstamos hipotecarios al día 31.10.2008
Clasificación por principal pendiente,,
Préstamos
Intervalo de principal Principal pendiente
hipotecarios
(en euros) Nº. % (euros) %,,
0,00 -24.999,99,52 0,28,1.031.416,82 0,03
25.000,00 -49.999,99,395 2,12,15.790.788,54 0,49
50.000,00 -74.999,99,771 4,14,49.187.227,25 1,53
75.000,00 -99.999,99,1.598 8,58,142.484.687,60 4,44
100.000,00 -124.999,99,2.300 12,34,260.501.083,23 8,11
125.000,00 -149.999,99,2.924 15,69,403.151.833,78 12,55
150.000,00 -174.999,99,2.790 14,97,451.950.743,52 14,07
175.000,00 -199.999,99,2.289 12,28,427.164.227,26 13,30
200.000,00 -224.999,99,1.708 9,17,361.318.988,16 11,25
225.000,00 -249.999,99,1.310 7,03,309.632.602,90 9,64
250.000,00 -274.999,99,876 4,70,228.741.478,20 7,12
275.000,00 -299.999,99,578 3,10,165.492.978,68 5,15
300.000,00 -324.999,99,329 1,77,102.341.786,07 3,19
325.000,00 -349.999,99,212 1,14,71.356.046,76 2,22
350.000,00 -374.999,99,139 0,75,50.129.393,50 1,56
375.000,00 -399.999,99,105 0,56,40.639.239,72 1,27
400.000,00 -424.999,99,64 0,34,26.396.947,43 0,82
425.000,00 -449.999,99,41 0,22,17.875.482,10 0,56
450.000,00 -474.999,99,27 0,14,12.421.682,97 0,39
475.000,00 -499.999,99,27 0,14,13.157.127,00 0,41
500.000,00 -524.999,99,15 0,08,7.626.557,17 0,24
525.000,00 -549.999,99,15 0,08,8.059.209,59 0,25
550.000,00 -574.999,99,12 0,06,6.724.080,22 0,21
575.000,00 -599.999,99,17 0,09,9.991.284,03 0,31
600.000,00 -624.999,99,9 0,05,5.482.836,09 0,17
625.000,00 -649.999,99,3 0,02,1.894.533,38 0,06
650.000,00 -674.999,99,3 0,02,1.993.352,97 0,06
675.000,00 -699.999,99,4 0,02,2.758.645,62 0,09
700.000,00 -724.999,99,4 0,02,2.852.154,02 0,09
725.000,00 -749.999,99,5 0,03,3.671.380,92 0,11
750.000,00 -774.999,99,5 0,03,3.784.671,17 0,12
