TIPO DE INTERES ACTUAL DE LOS PRESTAMOS
ASOCIADOS CON SEGUNDO RANGO DE HIPOTECA,,,,
INTERVALO (EUROS),Saldo Vivo
(MILES),%Saldo Vivo,Nº préstamos,%Nº préstamos
2,50 - 3,00 1.310,89 4,19 27 4,02
3,00 - 3,50 710,07 2,27 15 2,23
3,50 - 4,00 4.157,27 13,31 90 13,43
4,00 - 4,50 3.057,98 9,79 66 9,85
4,50 - 5,00 7.806,32 24,99 164 24,47
5,00 - 5,50 3.613,19 11,56 78 11,64
5,50 - 6,00 5.352,27 17,13 115 17,16
6,00 - 6,50 2.333,95 7,47 50 7,46
6,50 - 7,00 1.917,09 6,13 44 6,56
7,00 - 7,50 972,95 3,1 21 3,12,,,,
TOTALES 31.232.044,28 € 100 670 100,,,,
