FECHAS DE VENCIMIENTO DE LOS PRESTAMOS
ASOCIADOS CON RANGO DE SEGUNDA HIPOTECA,,,,
INTERVALO,SALDOS VIVOS
(MILES),% SALDOS VIVOS,NUMERO DE
PRESTAMOS,% NUMERO
PRESTA-
MOS
5/11/2020 - 31/12/2020 26,00 0,08 1 0,14
1/07/2025 - 31/12/2025 145,15 0,46 5 0,74
1/07/2028 - 31/12/2028 29,96 0,09 1 0,14
1/01/2029 - 30/06/2029 50,79 0,16 1 0,14
1/01/2030 - 30/06/2030 42,47 0,13 1 0,14
1/07/2030 - 31/12/2030 281,87 0,9 6 0,89
1/01/2031 - 30/06/2031 358,91 1,14 6 0,89
1/07/2032 - 31/12/2032 98,64 0,31 2 0,29
1/01/2033 - 30/06/2033 65,23 0,2 2 0,29
1/01/2034 - 30/06/2034 50,45 0,16 1 0,14
1/07/2034 - 31/12/2034 175,60 0,56 3 0,44
1/01/2035 - 30/06/2035 575,23 1,84 18 2,68
1/07/2035 - 31/12/2035 1.600,44 5,12 36 5,37
1/01/2036 - 30/06/2036 6.028,17 19,3 120 17,91
1/07/2036 - 31/12/2036 203,82 0,65 3 0,44
1/07/2039 - 31/12/2039 40,39 0,12 1 0,14
1/07/2040 - 31/12/2040 208,52 0,66 5 0,74
1/01/2041 - 30/06/2041 518,62 1,66 10 1,49
1/07/2041 - 31/12/2041 54,12 0,17 1 0,14
1/01/2043 - 30/06/2043 44,00 0,14 1 0,14
1/07/2045 - 31/12/2045 4.011,69 12,84 87 12,98
1/01/2046 - 5/07/2046 16.621,89 53,22 359 53,58,,,,
TOTALES: 31.232.044,28 € 100 670 100,,,,
