,con datos a 1/09/2005,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 5
(División por Tipo de Interés Actual),
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
TIPO DE INTERÉS SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO PONDERADO PONDERADO POR SALDO
ACTUAL EUROS ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO ACTUAL
INICIAL (meses) ACTUAL (meses),
,1,50 - 2,00 1 116.632,11 0 300 289 1,850 1,850 1,850
2,00 - 2,50 8 911.868,76 0,04 324 313 2,300 2,250 2,400
2,50 - 3,00 3 .872 477.382.530,24 19,25 330 311 2,850 2,500 2,996
3,00 - 3,50 1 3.237 1.415.171.488,79 57,05 331 311 3,200 3,000 3,495
3,50 - 4,00 5 .854 535.498.383,35 21,59 318 297 3,650 3,500 3,993
4,00 - 4,50 6 58 50.575.938,67 2,04 302 278 4,080 4,000 4,441
4,50 - 5,00 1 1 710.668,08 0,03 317 286 4,630 4,500 4,950
5,00 - 5,50 1 54.742,00 0 185 151 5,000 5,000 5,000
5,50 - 6,00 3 129.233,71 0,01 186 123 5,790 5,750 5,900,
,TOTALES 23.645 2.480.551.485,71 100 327 307 3,250 1,850 5,900,
62,,
