,orado con datos a 1/09/2005,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 5
(División por Tipo de Referencia),
,,
,VENCIMIENTO VENCIMIENTO TIPO
TIPO ACTUAL
SALDO INICIAL RESIDUAL DIFERENCIAL
SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
TIPO REFERENCIA NUM ACTUAL PONDERADO PONDERADO PONDERADO
EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses) ACTUAL,
,IRPH CAJAS 6 .332 5 89.235.819,89 23,75 321 302 3,580 0,220 2,500 5,900
0,00 - 0,50 4 .966 4 62.814.382,62 78,54 328 309 3,500 0,130 2,500 5,900
0,50 - 1,00 1 .329 1 23.524.923,43 20,96 292 277 3,870 0,540 2,600 5,750
1,00 - 1,50 3 6 2.749.668,94 0,47 332 317 4,110 1,010 2,500 4,500
1,50 - 2,00 1 146.844,90 0,02 360 344 4,940 1,500 4,941 4,941
EURIBOR 1 7.188 1 .884.605.459,62 75,98 330 309 3,140 0,860 1,850 4,828
0,00 - 0,50 3 57 4 2.308.808,93 2,24 330 309 2,730 0,470 2,500 3,250
0,50 - 1,00 9 .105 1 .061.684.185,43 56,33 331 310 3,020 0,730 2,250 4,000
1,00 - 1,50 7 .372 7 47.069.526,16 39,64 328 307 3,320 1,050 1,850 4,500
1,50 - 2,00 3 49 3 3.134.200,08 1,76 326 303 3,800 1,510 2,800 4,300
2,00 - 2,50 4 362.593,26 0,02 272 255 4,240 2,010 4,000 4,362
2,50 - 3,00 1 46.145,76 0,00 360 341 4,830 2,500 4,828 4,828
MIBOR 1 25 6.710.206,20 0,27 260 173 3,330 0,960 2,750 4,500
0,50 - 1,00 4 0 2.698.250,45 40,21 267 185 3,120 0,740 2,750 3,400
1,00 - 1,50 7 8 3.732.024,66 55,62 253 165 3,420 1,070 3,250 3,750
1,50 - 2,00 5 214.374,22 3,19 270 174 3,950 1,590 3,750 4,250
2,00 - 2,50 2 65.556,87 0,98 268 178 4,370 2,000 4,250 4,500,
,TOTALES 23.645 2.480.551.485,71 100 327 307 3,250 1,850 5,900,
63,,
