Cartera de préstamos hipotecarios al día 23.10.2006
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos
%,Principal pendiente
(euros %,(%) Principal
pendiente/
V. Tasación *
25,01 - 30,00,396 3,80,19.925.262,04 2,02,27,60
30,01 - 35,00,451 4,32,27.651.549,76 2,81,32,48
35,01 - 40,00,454 4,35,32.090.411,44 3,26,37,54
40,01 - 45,00,562 5,39,43.038.101,88 4,37,42,66
45,01 - 50,00,563 5,40,47.853.233,63 4,86,47,57
50,01 - 55,00,630 6,04,59.119.161,05 6,01,52,55
55,01 - 60,00,736 7,06,72.949.634,12 7,41,57,60
60,01 - 65,00,778 7,46,85.927.333,80 8,73,62,63
65,01 - 70,00,887 8,50,99.218.073,52 10,08,67,50
70,01 - 75,00,1.145 10,98,134.242.956,67 13,64,72,56
75,01 - 80,00,1.858 17,81,243.768.890,65 24,76,77,61
80,01 - 85,00,342 3,28,37.006.974,17 3,76,82,46
85,01 - 90,00,240 2,30,26.678.079,58 2,71,87,41
90,01 - 95,00,118 1,13,15.391.515,45 1,56,92,18
95,01 - 100,00,32 0,31,4.727.815,76 0,48,97,14
To ta l 10.432 100,00 984.460.321,84 100,00,,,
Media Pondera da: 63,70 %
Media Simple: 56,18 %
Mínimo: 0,14 %
Máximo: 99,42 %
*Relación Pri nci pal pendiente / Valor de tasa ción son me dias ponderadas por el principal pe ndiente.,,,
