Cartera de préstamos hipotecarios al día 25.10.2016
Clasificación por relación (%) principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios
N.º %,Principal pendiente
(euros) %,% LTV
(Principal
V.p Teansdaiecniótne/ *)
20,00 - 24,99,84 0,52,5.824.480,24 0,31,23,15
25,00 - 29,99,112 0,69,7.628.141,19 0,41,27,72
30,00 - 34,99,181 1,12,15.260.649,94 0,82,32,82
35,00 - 39,99,241 1,49,20.245.148,76 1,09,37,49
40,00 - 44,99,387 2,40,34.600.980,00 1,87,42,63
45,00 - 49,99,594 3,68,54.150.353,17 2,92,47,71
50,00 - 54,99,733 4,54,71.044.706,60 3,83,52,62
55,00 - 59,99,968 6,00,98.779.784,79 5,33,57,64
60,00 - 64,99,1.137 7,04,121.165.871,89 6,53,62,63
65,00 - 69,99,1.478 9,15,166.262.391,50 8,96,67,58
70,00 - 74,99,1.772 10,98,213.903.396,34 11,53,72,55
75,00 - 79,99,2.657 16,46,345.628.964,90 18,64,77,60
80,00 - 84,99,2.394 14,83,273.299.893,70 14,74,82,15
85,00 - 89,99,1.568 9,71,190.679.157,60 10,28,87,41
90,00 - 94,99,1.049 6,50,132.384.336,21 7,14,92,31
95,00 - 99,99,790 4,89,103.783.991,55 5,60,96,88
Total 16.145 100,00 1.854.642.248,38 100,00,,,
Media Ponderada: 74,22 %
Media Simple: 72,59 %
Mínimo: 20,09 %
Máximo: 99,41 %
*LTV (Relació n P rincipal pen diente / V. Tasa ción) son m edias ponderadas por e l principal pe ndiente.,,,
