Cartera de préstamos hipotecarios al día 25.10.2016
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
N.º %,Principal pendiente
( euros) %
Andalucía,2.661 16,48,262.955.162,79 14,18
Aragón,340 2,11,34.660.786,42 1,87
Asturias,192 1,19,20.127.877,38 1,09
Cantabria,362 2,24,41.292.524,05 2,23
Castilla La Mancha,494 3,06,44.521.701,13 2,40
Castilla León,792 4,91,77.112.252,93 4,16
Cataluña,2.543 15,75,316.052.691,25 17,04
Ceuta,84 0,52,12.679.132,09 0,68
Comunidad Valenciana,1.975 12,23,193.937.869,61 10,46
Extremadura,432 2,68,38.305.597,85 2,07
Galicia,860 5,33,81.324.296,23 4,38
Islas Baleares,491 3,04,62.785.290,13 3,39
Islas Canarias,933 5,78,90.817.338,23 4,90
La Rioja,113 0,70,11.396.424,14 0,61
Madrid,2.521 15,61,385.129.507,47 20,77
Melilla,98 0,61,14.275.183,58 0,77
Murcia,449 2,78,39.912.317,05 2,15
Navarra,110 0,68,13.501.506,23 0,73
País Vasco,695 4,30,113.854.789,82 6,14
Total 16.145 100,00 1.854.642.248,38 100,00,,
