Cartera de préstamos hipotecarios al día 25.10.2016
Clasificación por año vencimiento final,,,
Año de Amortización Final,Préstamos
hipotecarios
N.º %,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2021,1 0,01,36.334,99 0,00,54,18 30/04/2021
2023,1 0,01,40.657,02 0,00,85,22 30/11/2023
2024,5 0,03,154.557,17 0,01,97,09 25/11/2024
2025,12 0,07,756.580,31 0,04,106,53 08/09/2025
2026,15 0,09,831.893,80 0,04,116,25 01/07/2026
2027,8 0,05,793.244,90 0,04,130,37 03/09/2027
2028,12 0,07,941.909,20 0,05,141,50 07/08/2028
2029,38 0,24,2.389.094,62 0,13,153,12 27/07/2029
2030,70 0,43,4.566.506,35 0,25,165,59 10/08/2030
2031,60 0,37,4.198.364,39 0,23,175,12 27/05/2031
2032,29 0,18,2.909.431,85 0,16,189,49 06/08/2032
2033,62 0,38,6.015.486,78 0,32,202,87 17/09/2033
2034,107 0,66,8.371.166,90 0,45,213,22 29/07/2034
2035,202 1,25,17.343.192,55 0,94,226,48 05/09/2035
2036,134 0,83,10.627.666,52 0,57,234,71 12/05/2036
2037,70 0,43,8.333.932,68 0,45,248,54 07/07/2037
2038,95 0,59,9.100.291,77 0,49,261,36 01/08/2038
2039,152 0,94,15.889.554,26 0,86,273,26 29/07/2039
2040,355 2,20,38.208.369,68 2,06,286,04 20/08/2040
2041,244 1,51,29.276.494,24 1,58,294,97 19/05/2041
2042,119 0,74,14.396.196,14 0,78,310,24 26/08/2042
2043,923 5,72,85.108.194,23 4,59,322,61 07/09/2043
2044,2.501 15,49,257.277.189,24 13,87,334,41 31/08/2044
2045,4.087 25,31,489.367.550,02 26,39,345,51 03/08/2045
2046,1.906 11,81,234.150.666,72 12,63,353,80 12/04/2046
2047,234 1,45,34.549.135,16 1,86,369,77 11/08/2047
2048,432 2,68,51.331.707,68 2,77,381,76 10/08/2048
2049,731 4,53,90.376.501,55 4,87,393,48 01/08/2049
2050,727 4,50,93.629.232,22 5,05,405,55 03/08/2050
2051,397 2,46,54.924.578,75 2,96,415,00 18/05/2051
2052,267 1,65,35.417.226,40 1,91,429,74 08/08/2052
2053,636 3,94,72.813.332,27 3,93,442,13 20/08/2053
2054,735 4,55,84.030.784,98 4,53,452,95 15/07/2054
2055,576 3,57,71.491.840,09 3,85,465,31 26/07/2055
2056,202 1,25,24.993.382,95 1,35,473,40 28/03/2056
Total 16.145 100,00 1.854.642.248,38 100,00,,,
Media po n derada: 361,14 22/11/2046
Media simple: 356,59 06/07/2046
Mínimo: 54,18 30/04/2021
Máximo: 475,69 06/06/2056
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente.,,,
