Cartera de préstamos hipotecarios al día 25.10.2016
Clasificación por principal pendiente,,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
N.º %,Principal pendiente
(euros) %,,
0,00 - 49.999,99,1.435 8,89,57.938.958,38 3,12,,
50.000,00 - 99.999,99,6.661 41,26,499.998.836,54 26,96,,
100.000,00 - 149.999,99,4.625 28,65,562.897.724,89 30,35,,
150.000,00 - 199.999,99,1.974 12,23,338.526.591,03 18,25,,
200.000,00 - 249.999,99,815 5,05,180.416.027,28 9,73,,
250.000,00 - 299.999,99,297 1,84,80.364.807,28 4,33,,
300.000,00 - 349.999,99,150 0,93,48.547.407,79 2,62,,
350.000,00 - 399.999,99,75 0,46,28.031.290,00 1,51,,
400.000,00 - 449.999,99,35 0,22,14.853.982,53 0,80,,
450.000,00 - 499.999,99,33 0,20,15.518.354,77 0,84,,
500.000,00 - 549.999,99,18 0,11,9.316.582,94 0,50,,
550.000,00 - 599.999,99,8 0,05,4.554.970,75 0,25,,
600.000,00 - 649.999,99,8 0,05,5.013.494,36 0,27,,
650.000,00 - 699.999,99,3 0,02,1.964.078,90 0,11,,
700.000,00 - 749.999,99,2 0,01,1.461.287,11 0,08,,
750.000,00 - 799.999,99,2 0,01,1.555.539,71 0,08,,
800.000,00 - 849.999,99,1 0,01,802.184,15 0,04,,
900.000,00 - 949.999,99,2 0,01,1.872.390,03 0,10,,
1.000.000,00 - 1.049.999,99,1 0,01,1.007.739,94 0,05,,
Total,16.145 100,00,1.854.642.248,38 100,00,,
,Principal medio:,114.874,09,,
,Principal mínimo:,10.104,28,,
,Principal máximo:,1.007.739,94,,
