Cartera de préstamos hipotecarios al día 25.10.2016
Clasificación por periodicidad de revisión del tipo de interés,,
Periodicidad de revisión del tipo de
interés,Préstamos
hipotecarios
N.º %,Principal pendiente
(euros) %
Préstamos que se encuentran en
periodo inicial a tipo de interés fijo1,4.399 27,25,533.048.118,63 28,74
Semestral,4.156 25,74,497.987.057,86 26,85
Anual,243 1,51,35.061.060,77 1,89
Préstamos que ya han terminado el
periodo inicial a tipo fijo,11.746 72,75,1.321.594.129,75 71,26
Semestral,11.644 72,12,1.309.179.307,73 70,59
Anual,101 0,63,12.237.691,96 0,66
Trianual,1 0,01,177.130,06 0,01
Total 16.145 100,00 1.854.642.248,38 100,00,,
1 Periodicidad de revisión aplicable una vez finalizado el periodo a tipo de interés fijo.,,
