Elaborado con datos a 24/06/2009,
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA ICO-FTVPO
(División por localización geográfica de la garantía)
,
,VENCIMIENTO TIPO ACTUAL
SALDO VENCIMIENTO INICIAL
RESIDUAL PONDERADO PONDERADO POR Min. TIPO Máx. TIPO
PROVINCIA NUM SALDO ACTUAL (euros) ACTUAL PONDERADO POR
POR SALDO ACTUAL SALDO ACTUAL ACTUAL (%) ACTUAL (%)
(%) SALDO INICIAL (meses)
(meses) (%)
,Albacete 1 51.378,28 0,01 240 177 3,68 3,68 3,68
Alicante 199 12.140.751,74 2,69 240 197 3,68 3,68 3,68
Asturias 34 2.344.698,45 0,52 242 190 3,69 3,68 3,94
Cadiz 98 4.851.474,94 1,08 240 204 3,68 3,68 3,68
Castellon 117 6.969.197,48 1,55 240 193 3,68 3,68 3,68
Cuenca 89 6.427.919,65 1,43 240 210 3,68 3,68 3,68
Granada 1 26.148,65 0,01 240 172 3,68 3,68 3,68
Guadalajara 228 11.865.196,02 2,63 240 189 3,68 3,68 3,68
Huesca 336 20.553.576,83 4,56 248 212 3,72 3,68 3,94
Lerida 132 8.151.751,11 1,81 240 190 3,68 3,68 3,68
Logroño 151 9.171.552,70 2,04 240 198 3,68 3,68 3,68
Madrid 2.778 199.233.619,18 44,22 251 214 3,73 3,68 3,94
Murcia 3 105.389,43 0,02 240 175 3,68 3,68 3,68
Orense 1 34.305,67 0,01 240 175 3,68 3,68 3,68
Segovia 1 78.476,08 0,02 240 217 3,68 3,68 3,68
Sevilla 126 9.112.552,57 2,02 273 239 3,83 3,68 3,94
Tarragona 41 2.213.904,06 0,49 240 192 3,68 3,68 3,68
Teruel 89 4.112.480,37 0,91 241 181 3,68 3,68 3,94
Valencia 526 28.571.035,99 6,34 240 189 3,68 3,68 3,94
Zaragoza 1.717 124.562.635,26 27,65 255 223 3,75 3,68 3,94
,TOTALES 6.668 450.578.044,46 100 250 212 3,72 3,68 3,94
,
