Cartera de préstamos al día 08.05.2007
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %,
2.750.000,00 -2.999.999,99,6 0,06,17.034.594,79 0,96,
3.000.000,00 -3.249.999,99,12 0,13,37.092.001,32 2,10,
3.250.000,00 -3.499.999,99,4 0,04,13.314.623,91 0,75,
3.500.000,00 -3.749.999,99,1 0,01,3.715.220,25 0,21,
3.750.000,00 -3.999.999,99,8 0,09,30.890.370,56 1,75,
4.000.000,00 -4.249.999,99,6 0,06,24.000.000,00 1,36,
4.250.000,00 -4.499.999,99,2 0,02,8.808.510,55 0,50,
4.750.000,00 -4.999.999,99,2 0,02,9.811.385,72 0,56,
5.000.000,00 -5.249.999,99,3 0,03,15.155.533,80 0,86,
5.250.000,00 -5.499.999,99,1 0,01,5.400.000,00 0,31,
5.500.000,00 -5.749.999,99,2 0,02,11.056.020,11 0,63,
6.000.000,00 -6.249.999,99,3 0,03,18.000.000,00 1,02,
6.250.000,00 -6.499.999,99,1 0,01,6.488.716,47 0,37,
6.750.000,00 -6.999.999,99,1 0,01,6.900.000,00 0,39,
Total 9.327 100,00 1.767.636.043,52 100,00,,,
,Principal medio:,189.518,18,
,Principal mínimo:,2.785,05,
,Principal máximo:,6.900.000,00,
