Cartera de préstamos al día 08.05.2007
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
Del 01/01/1999 al 30/06/1999,22 0,24,2.557.832,12 0,14
Del 01/07/1999 al 31/12/1999,33 0,35,4.855.495,15 0,27
Del 01/01/2000 al 30/06/2000,31 0,33,3.707.587,11 0,21
Del 01/07/2000 al 31/12/2000,35 0,38,4.868.780,44 0,28
Del 01/01/2001 al 30/06/2001,57 0,61,5.990.750,12 0,34
Del 01/07/2001 al 31/12/2001,57 0,61,16.871.958,26 0,95
Del 01/01/2002 al 30/06/2002,86 0,92,13.488.388,69 0,76
Del 01/07/2002 al 31/12/2002,90 0,96,24.942.087,88 1,41
Del 01/01/2003 al 30/06/2003,119 1,28,21.367.766,68 1,21
Del 01/07/2003 al 31/12/2003,140 1,50,47.945.500,88 2,71
Del 01/01/2004 al 30/06/2004,259 2,78,50.716.487,64 2,87
Del 01/07/2004 al 31/12/2004,212 2,27,47.012.573,03 2,66
Del 01/01/2005 al 30/06/2005,432 4,63,98.755.582,52 5,59
Del 01/07/2005 al 31/12/2005,369 3,96,108.146.408,77 6,12
Del 01/01/2006 al 30/06/2006,2.652 28,43,494.335.492,47 27,97
Del 01/07/2006 al 31/12/2006,2.460 26,38,502.825.779,09 28,45
Del 01/01/2007 al 30/04/2007,2.273 24,37,319.247.572,67 18,06
Total 9.327 100,00 1.767.636.043,52 100,00,,
15,10 Meses Antigüedad media po nd erada
99,22 Meses Antigüedad máxima
0,26 Meses Antigüedad mínima,,
