Cartera de préstamos al día 08.05.2007
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2008,1.105 11,85,166.987.072,06 9,45,14,30 16/07/2008
2009,1.818 19,49,178.403.807,74 10,09,26,26 15/07/2009
2010,1.245 13,35,127.295.078,03 7,20,36,71 29/05/2010
2011,1.749 18,75,208.820.810,28 11,81,50,09 11/07/2011
2012,1.208 12,95,181.181.861,47 10,25,59,94 5/05/2012
2013,541 5,80,172.720.438,76 9,77,74,44 21/07/2013
2014,405 4,34,96.986.262,11 5,49,84,21 14/05/2014
2015,129 1,38,50.764.969,32 2,87,98,65 28/07/2015
2016,427 4,58,175.177.349,56 9,91,109,90 4/07/2016
2017,114 1,22,60.501.984,59 3,42,120,90 4/06/2017
2018,133 1,43,78.565.411,97 4,44,134,44 21/07/2018
2019,76 0,81,51.278.134,23 2,90,146,03 9/07/2019
2020,59 0,63,52.866.591,15 2,99,159,52 22/08/2020
2021,198 2,12,104.009.455,28 5,88,169,64 26/06/2021
2022,27 0,29,12.894.364,06 0,73,182,03 9/07/2022
2023,11 0,12,4.879.735,05 0,28,193,54 24/06/2023
2024,15 0,16,5.499.174,16 0,31,205,37 18/06/2024
2025,7 0,08,1.267.623,73 0,07,220,65 26/09/2025
2026,31 0,33,26.074.969,12 1,48,230,73 30/07/2026
2027,5 0,05,3.049.218,75 0,17,239,64 27/04/2027
2028,2 0,02,360.367,78 0,02,256,79 30/09/2028
2029,3 0,03,825.354,66 0,05,262,51 23/03/2029
2030,7 0,08,2.907.439,19 0,16,281,67 27/10/2030
2031,4 0,04,1.057.606,89 0,06,287,07 10/04/2031
2033,2 0,02,1.569.759,18 0,09,318,34 16/11/2033
2034,1 0,01,169.894,21 0,01,326,37 19/07/2034
2035,2 0,02,170.250,89 0,01,341,56 24/10/2035
2036,1 0,01,372.816,23 0,02,351,80 31/08/2036
2038,1 0,01,780.000,00 0,04,373,75 30/06/2038
2042,1 0,01,198.243,07 0,01,420,83 2/06/2042
Total 9.327 100,00 1.767.636.043,52 100,00,,,
Media p on derada: 81,35 16/02/2014
Media simple: 54,87 3/12/2011
Mínimo: 8,80 31/01/2008
Máximo: 420,83 2/6/2042
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos que tienen el vencimiento final en el año correspondiente.,,,
