Cartera de préstamos al día 08.05.2007
Clasificación por Comunidades Autónomas,,
,Préstamos
%,Principal pendiente
( euros) %
Andalucía,1.347 14,44,247.382.785,83 14,00
Aragón,229 2,46,38.557.238,81 2,18
Asturias,200 2,14,26.351.300,18 1,49
Baleares,177 1,90,32.858.822,31 1,86
Canarias,628 6,73,99.518.817,93 5,63
Cantabria,94 1,01,16.612.675,82 0,94
Castilla La Mancha,384 4,12,49.993.798,06 2,83
Castilla-León,468 5,02,94.839.524,67 5,37
Cataluña,1.774 19,02,343.908.879,03 19,46
Ceuta,14 0,15,1.525.776,30 0,09
Comunidad Valenciana,1.423 15,26,251.759.910,20 14,24
Extremadura,187 2,00,30.372.053,67 1,72
Galicia,415 4,45,48.667.624,10 2,75
La Rioja,46 0,49,9.678.602,65 0,55
Madrid,1.085 11,63,273.223.094,71 15,46
Melilla,9 0,10,1.403.250,81 0,08
Murcia,244 2,62,61.186.970,65 3,46
Navarra,94 1,01,31.283.694,22 1,77
País Vasco,509 5,46,108.511.223,57 6,14
Total 9.327 100,00 1.767.636.043,52 100,00,,
