Elaborado con datos a 01/03/2006,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 6
(División por Vencimiento Residual)
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
RESIDUAL NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,0,00 - 12,00 4 4 .689,90 0,00 30 5 3,510 2,900 4,000
12,00 - 24,00 2 4 0.762,24 0,00 55 18 3,730 3,664 3,750
24,00 - 36,00 3 6 7.834,64 0,00 55 32 3,330 2,900 4,000
36,00 - 48,00 4 2 10.913,96 0,01 53 40 3,190 2,870 3,661
48,00 - 60,00 8 3 75.900,89 0,02 74 51 3,450 3,000 3,750
60,00 - 72,00 1 3 6 97.438,40 0,04 100 64 3,370 2,750 4,033
72,00 - 84,00 1 3 6 60.213,15 0,04 109 77 3,340 2,658 4,167
84,00 - 96,00 3 6 2 .250.095,86 0,13 121 90 3,420 2,250 4,250
96,00 - 108,00 9 5 5 .883.574,18 0,33 132 103 3,500 2,603 4,184
108,00 - 120,00 1 01 6 .526.495,04 0,37 130 110 3,340 2,700 4,250
120,00 - 132,00 6 4 3 .918.058,72 0,22 159 128 3,540 2,553 4,500
132,00 - 144,00 9 7 6 .682.015,59 0,38 166 137 3,300 2,693 4,250
144,00 - 156,00 1 31 8 .625.381,11 0,48 186 150 3,500 2,713 4,500
156,00 - 168,00 3 43 2 6.250.761,16 1,48 187 163 3,470 2,500 4,950
168,00 - 180,00 3 90 3 0.363.681,40 1,71 189 170 3,350 2,595 4,500
180,00 - 192,00 1 23 9 .654.725,66 0,54 221 186 3,440 2,693 4,500
192,00 - 204,00 1 64 1 2.670.006,61 0,71 234 198 3,510 2,703 4,500
204,00 - 216,00 2 76 2 1.989.632,97 1,24 238 209 3,410 2,668 4,283
216,00 - 228,00 7 72 7 0.091.051,13 3,94 242 224 3,460 2,603 4,721
228,00 - 240,00 8 85 8 1.611.568,45 4,59 244 230 3,310 2,500 4,250
240,00 - 252,00 1 38 1 2.227.904,28 0,69 276 245 3,530 2,553 4,313
252,00 - 264,00 1 58 1 3.105.844,80 0,74 290 258 3,550 2,820 4,533
264,00 - 276,00 4 37 3 8.105.107,08 2,14 297 270 3,410 2,562 4,723
276,00 - 288,00 1 .042 1 05.316.032,32 5,92 300 284 3,450 2,443 4,419
288,00 - 300,00 1 .169 1 21.795.899,21 6,84 302 290 3,280 2,350 4,500
300,00 - 312,00 1 94 2 0.228.453,86 1,14 338 306 3,440 2,693 4,250
312,00 - 324,00 5 06 5 3.188.534,65 2,99 353 318 3,420 2,623 4,500
324,00 - 336,00 6 72 7 8.895.260,48 4,43 358 330 3,350 2,658 4,362
336,00 - 348,00 3 .085 3 86.706.146,30 21,73 360 344 3,410 2,353 4,592
348,00 - 360,00 2 .858 3 49.591.052,79 19,65 360 350 3,270 2,300 5,000
360,00 - 372,00 1 2 1 .680.200,53 0,09 376 365 3,280 2,914 4,033
372,00 - 384,00 1 8 2 .186.030,49 0,12 390 378 3,220 2,693 3,783
384,00 - 396,00 1 7 1 .962.027,80 0,11 400 388 3,470 2,750 4,151
396,00 - 408,00 7 70 119.414.044,91 6,71 420 406 3,380 2,300 4,669
408,00 - 420,00 1 .250 1 86.477.470,73 10,48 420 410 3,170 2,220 4,250
,TOTAL 1 5.850 1.779.454.811,29 100 337 321 3,350 2,220 5,000
69,
