Elaborado con datos a 01/03/2006,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 6
(División por Fecha de Próxima Revisión de Tipo de Interés)
,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
FECHA DE PRÓXIMA INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
REVISIÓN DE TIPO (año- NUM PONDERADO PONDERADO
EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
mes) POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
,200603 1 .826 2 06.307.576,00 11,59 341 325 3,240 2,350 4,422
200604 1 .762 2 02.903.387,26 11,40 342 327 3,230 2,300 4,500
200605 1 .696 1 88.186.648,67 10,58 340 326 3,260 2,220 4,500
200606 1 .529 1 70.242.833,31 9,57 337 322 3,290 2,500 4,750
200607 1 .167 1 26.363.160,60 7,10 329 310 3,270 2,443 5,000
200608 8 39 9 5.826.812,38 5,39 324 306 3,250 2,353 4,365
200609 8 39 9 5.754.690,08 5,38 333 315 3,270 2,568 4,312
200610 9 27 1 03.930.547,75 5,84 332 312 3,310 2,623 4,723
200611 8 83 1 00.061.826,48 5,62 331 313 3,280 2,470 4,292
200612 1 .228 1 39.301.937,83 7,83 344 326 3,390 2,250 4,313
200701 1 .560 1 71.994.348,75 9,67 337 320 3,580 2,934 4,592
200702 1 .589 1 78.047.583,05 10,01 341 324 3,690 2,900 4,721
200703 1 6 6.561,76 0,00 360 336 3,750 3,750 3,750
200704 1 1 05.026,52 0,01 360 337 3,750 3,750 3,750
200801 1 2 02.252,42 0,01 240 226 3,750 3,750 3,750
200812 1 1 15.446,29 0,01 360 333 3,950 3,950 3,950
201107 1 44.172,14 0,00 240 160 4,950 4,950 4,950
,TOTAL 15.850 1.779.454.811,29 100 337 321 3,350 2,220 5,000
70,
