CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR RATIO DE SALDO PENDIENTE O MAYOR ENTRE EL LÍMITE Y SALDO
DISPUESTO ENTRE EL VALOR DE TASACIÓN
Intervalo del Ratio Operaciones % Operaciones Importe % Importe
0 - 10 % 114 0,34% 2.752.218,17 0,10%
10 - 20 % 178 0,54% 6.386.452,93 0,23%
20 - 30 % 478 1,44% 31.858.009,88 1,16%
30 - 40 % 2.395 7,21% 183.900.701,12 6,71%
40 - 50 % 2.953 8,88% 172.504.290,43 6,29%
50 - 60 % 4.899 14,74% 385.738.214,06 14,07%
60 - 70 % 7.793 23,45% 687.544.366,95 25,08%
70 - 80 % 7.463 22,45% 680.837.701,57 24,83%
80 - 90 % 3.289 9,90% 270.958.708,93 9,88%
90 - 100 % 1.490 4,48% 127.065.121,40 4,63%
100 - 110 % 517 1,56% 35.720.949,31 1,30%
110 - 120 % 364 1,10% 31.341.190,55 1,14%
120 - 130 % 265 0,80% 26.083.681,38 0,95%
130 - 140 % 258 0,78% 22.318.220,26 0,81%
140 - 150 % 175 0,53% 15.317.404,37 0,56%
150 - 160 % 148 0,45% 13.699.906,53 0,50%
160 - 170 % 97 0,29% 10.775.025,94 0,39%
170 - 180 % 88 0,26% 7.789.610,04 0,28%
180 - 190 % 56 0,17% 6.084.729,80 0,22%
190 - 200 % 58 0,17% 6.882.639,88 0,25%
200 - 250 % 118 0,36% 10.853.303,33 0,40%
250 - 300 % 43 0,13% 5.510.846,12 0,20%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
Mínimo 0,16%
Máximo 299,89
Ponderado 71,10
