CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR POTENCIALES CARENCIAS DE PRINCIPAL
Meses Operaciones % Operaciones Importe % Importe
SIN CARENCIA POTENCIAL 20.864 62,77% 1.962.126.339,55 71,56%
1 - 12 4.200 12,64% 134.950.757,05 4,92%
12 - 24 5.336 16,05% 399.244.150,30 14,56%
24 - 36 1.846 5,55% 141.383.458,56 5,16%
36 - 48 344 1,03% 39.102.780,78 1,43%
> 48 649 1,95% 65.115.806,71 2,37%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
Mínimo (meses) 1
Máximo (meses) 192
Media Ponderada (meses) 18,85
