CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR FECHA DE FORMALIZACIÓN
Año Formalización Operaciones % Operaciones Importe % Importe
2006 2.755 8,29% 269.132.721,73 9,82%
2007 2.643 7,95% 225.642.516,27 8,23%
2008 2.180 6,56% 126.242.420,28 4,60%
2009 2.635 7,93% 200.612.785,61 7,32%
2010 2.017 6,07% 151.861.702,87 5,54%
2011 2.367 7,12% 170.373.976,80 6,21%
2012 1.479 4,45% 106.219.074,64 3,87%
2013 1.210 3,64% 87.448.765,20 3,19%
2014 597 1,80% 35.859.966,74 1,31%
2015 2.251 6,77% 190.164.786,06 6,94%
2016 13.105 39,43% 1.178.364.576,75 42,98%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
Mín. 02/01/2006
Máx 30/11/2016
Ponderado 03/12/2012
