CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR CC.AA DE LA GARANTÍA
CC.AA Operaciones % Operaciones Importe % Importe
ANDALUCIA 8.039 24,19% 562.785.580,42 20,53%
CATALUNYA 5.458 16,42% 489.661.999,55 17,86%
MADRID 3.838 11,55% 388.082.687,55 14,15%
COMUNIDAD VALENCIANA 3.153 9,49% 238.124.513,66 8,68%
CASTILLA LA MANCHA 1.952 5,87% 144.860.671,37 5,28%
EUSKADI 1.100 3,31% 131.893.454,51 4,81%
CANARIAS 1.424 4,28% 123.246.850,97 4,49%
ARAGON 1.251 3,76% 111.864.102,88 4,08%
ILLES BALEARS 1.039 3,13% 99.717.179,16 3,64%
GALICIA 1.172 3,53% 93.147.312,30 3,40%
MURCIA 1.267 3,81% 89.979.310,39 3,28%
CASTILLA LEON 1.170 3,52% 88.123.078,37 3,21%
NAVARRA 604 1,82% 54.918.591,52 2,00%
EXTREMADURA 804 2,42% 44.502.664,12 1,62%
CANTABRIA 390 1,17% 31.262.097,56 1,14%
ASTURIAS 324 0,97% 29.876.869,75 1,09%
LA RIOJA 226 0,68% 17.836.305,15 0,65%
CEUTA 24 0,07% 1.424.691,28 0,05%
MELILLA 4 0,01% 615.332,44 0,02%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
