CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR FECHA DE VENCIMIENTO
Años Operaciones % Operaciones Importe % Importe
2017 - 2025 1.469 4,42% 9.679.792,95 0,35%
2025 - 2030 1.409 4,24% 37.245.517,06 1,36%
2030 - 2035 4.033 12,13% 159.140.221,67 5,80%
2035 - 2045 14.021 42,18% 1.122.780.281,32 40,95%
2045 - 2050 12.221 36,77% 1.398.192.226,22 50,99%
2050 - 2057 86 0,26% 14.885.253,73 0,54%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
Mín. 30/06/2017
Máx. 01/06/2057
Ponderado 10/03/2042
