CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR VENCIMIENTO DE PERIODOS DE CARENCIA ACTUALES
Año Vencimiento Operaciones % Operaciones Importe % Importe
SIN CARENCIA 32.743 98,51% 2.666.071.841,90 97,23%
2017 302 0,91% 47.022.808,06 1,71%
2018 162 0,49% 23.477.526,35 0,86%
2020 10 0,03% 2.671.530,37 0,10%
2019 11 0,03% 1.331.752,31 0,05%
2021 9 0,03% 1.028.626,34 0,04%
2022 1 0,00% 179.252,44 0,01%
2023 1 0,00% 139.955,18 0,01%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
Mínimo 01/03/2017
Máximo 01/05/2023
Ponderado 02/01/2018
