CARTERA OPERACIONES DE DÍA 24 DE FEBRERO DE 2017
CLASIFICACIÓN POR POTENCIALES PERIODOS DE CARENCIA DE PRINCIPAL E INTERESES
Meses Operaciones % Operaciones Importe % Importe
SIN PERIODO DE ESPERA POTENCIAL 26.935 81,03% 2.222.904.048,73 81,07%
1 40 0,12% 2.836.959,49 0,10%
2 2 0,01% 578.108,35 0,02%
3 6 0,02% 1.019.297,54 0,04%
4 5 0,02% 446.041,36 0,02%
5 7 0,02% 577.655,96 0,02%
6 35 0,11% 2.461.541,87 0,09%
7 3 0,01% 469.381,32 0,02%
8 5 0,02% 107.401,31 0,00%
9 4 0,01% 284.578,33 0,01%
10 1 0,00% 191.526,06 0,01%
12 6.196 18,64% 510.046.752,63 18,60%
Total general 33.239 100,00% 2.741.923.292,95 100,00%
