Distribución por Saldo Inicial
Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Plazo Total años
Saldo Inicial Saldo Inicial
Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

Inferior a 49.999 189 2,45% 5.176.039,28 0,53% 27.386,45 1,12% 16,37 6,85 7.336.992,84 23,22
entre 50.000 Y 99.999 1.511 19,60% 94.298.659,14 9,60% 62.408,11 0,95% 22,63 6,69 119.114.540,63 29,32
entre 100.000 Y 149.999 2.636 34,19% 264.390.594,96 26,93% 100.299,92 0,89% 24,97 6,43 321.381.767,16 31,40
entre 150.000 Y 199.999 1.702 22,08% 240.012.426,40 24,45% 141.017,88 0,84% 26,02 6,39 289.063.488,84 32,41
entre 200.000 Y 249.999 842 10,92% 152.350.621,68 15,52% 180.938,98 0,79% 26,19 6,25 185.335.092,37 32,45
entre 250.000 Y 299.999 351 4,55% 78.952.682,76 8,04% 224.936,42 0,76% 26,29 6,28 95.089.949,65 32,58
entre 300.000 Y 349.999 254 3,29% 66.160.894,27 6,74% 260.475,96 0,77% 26,57 6,09 80.493.513,14 32,66
entre 350.000 Y 399.999 102 1,32% 30.141.267,33 3,07% 295.502,62 0,72% 25,88 6,16 37.603.234,92 32,03
entre 400.000 Y 449.999 52 0,67% 17.184.368,96 1,75% 330.468,63 0,74% 26,21 5,95 21.448.434,00 32,17
entre 450.000 Y 499.999 17 0,22% 6.196.181,83 0,63% 364.481,28 0,71% 27,50 6,19 7.955.134,00 33,69
entre 500.000 Y 999.999 50 0,65% 25.373.543,84 2,58% 507.470,88 0,68% 26,85 6,20 31.532.141,73 33,05
entre 1.000.000 Y 1.499.999 3 0,04% 1.607.317,77 0,16% 535.772,59 0,66% 17,83 6,27 3.300.000,00 24,09

Totales 7.709 100% 981.844.598,22 100% 127.363,42 0,84% 25,46 6,36 1.199.654.289,28 31,82
Valor Máximo 1.200.000,00
Valor Mínimo 14.000,00
Valor Máximo 1.200.000,00
Valor Mínimo 14.000,00
