Distribución por Año de Vencimiento
Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Plazo Total años
Año de Vencimiento Saldo Inicial
Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

< 2019 6 0,08% 45.224,10 0,00% 7.537,35 0,69% 1,93 6,78 873.500,00 8,71
En 2019 21 0,27% 499.541,09 0,05% 23.787,67 0,76% 3,48 6,82 2.219.503,86 10,30
En 2020 49 0,64% 1.283.456,34 0,13% 26.192,99 0,81% 4,27 6,91 4.942.304,10 11,18
En 2021 33 0,43% 952.423,29 0,10% 28.861,31 0,93% 5,15 7,24 2.769.964,53 12,39
En 2022 39 0,51% 1.616.091,85 0,16% 41.438,25 1,00% 6,18 6,72 4.437.958,58 12,89
En 2023 105 1,36% 4.574.495,11 0,47% 43.566,62 0,80% 7,22 7,32 9.215.604,53 14,54
En 2024 71 0,92% 3.894.879,95 0,40% 54.857,46 0,93% 8,35 6,52 7.403.692,73 14,86
En 2025 65 0,84% 4.512.714,14 0,46% 69.426,37 0,83% 9,26 6,03 8.158.396,46 15,29
En 2026 58 0,75% 4.116.504,95 0,42% 70.974,22 0,85% 10,18 6,23 7.404.504,72 16,41
En 2027 68 0,88% 4.922.747,33 0,50% 72.393,34 0,83% 11,21 6,31 8.546.560,20 17,52
En 2028 175 2,27% 11.878.810,59 1,21% 67.878,92 0,80% 12,18 7,38 18.535.532,52 19,56
En 2029 117 1,52% 9.395.055,01 0,96% 80.299,62 0,81% 13,23 6,62 14.424.768,13 19,85
En 2030 131 1,70% 11.544.731,36 1,18% 88.127,72 0,82% 14,25 6,01 17.460.019,31 20,26
En 2031 99 1,28% 9.394.319,89 0,96% 94.892,12 0,87% 15,24 6,03 13.619.019,65 21,26
En 2032 127 1,65% 12.566.052,26 1,28% 98.945,29 0,77% 16,21 6,49 18.948.784,46 22,69
En 2033 303 3,93% 27.689.642,91 2,82% 91.384,96 0,79% 17,20 7,19 37.287.078,57 24,39
En 2034 229 2,97% 25.994.228,27 2,65% 113.511,91 0,85% 18,19 6,57 33.813.708,84 24,76
En 2035 266 3,45% 30.298.182,63 3,09% 113.902,94 0,78% 19,25 6,07 39.479.317,77 25,32
En 2036 206 2,67% 24.973.793,26 2,54% 121.232,01 0,89% 20,25 5,92 33.509.222,39 26,16
En 2037 169 2,19% 20.730.618,57 2,11% 122.666,38 0,87% 21,21 6,42 27.119.177,25 27,63
En 2038 441 5,72% 52.812.869,98 5,38% 119.757,07 0,75% 22,19 7,31 65.575.201,83 29,50
En 2039 401 5,20% 50.558.114,52 5,15% 126.080,09 0,83% 23,25 6,55 61.889.839,86 29,80
En 2040 381 4,94% 51.605.642,60 5,26% 135.447,88 0,77% 24,25 5,93 62.835.870,16 30,17
En 2041 280 3,63% 40.571.141,34 4,13% 144.896,93 0,93% 25,27 5,71 48.850.296,99 30,98
En 2042 228 2,96% 30.190.571,09 3,07% 132.414,79 0,89% 26,16 6,16 36.189.900,22 32,32
En 2043 899 11,66% 122.139.636,18 12,44% 135.861,66 0,78% 27,19 7,46 139.055.483,30 34,65
En 2044 821 10,65% 116.055.480,13 11,82% 141.358,68 0,87% 28,23 6,55 132.596.763,09 34,77
En 2045 806 10,46% 120.032.838,03 12,23% 148.924,12 0,78% 29,22 5,70 136.626.081,75 34,93
En 2046 431 5,59% 72.226.139,41 7,36% 167.578,05 1,07% 30,28 4,89 79.023.937,60 35,17
En 2047 137 1,78% 20.825.377,91 2,12% 152.010,06 0,92% 31,09 5,46 23.239.369,83 36,55
En 2048 222 2,88% 37.485.706,84 3,82% 168.854,54 0,75% 32,12 7,63 41.392.719,29 39,75
En 2049 75 0,97% 13.625.910,94 1,39% 181.678,81 0,76% 33,24 6,45 15.240.537,22 39,69
En 2050 153 1,98% 29.316.591,17 2,99% 191.611,71 0,69% 34,28 5,69 32.645.569,24 39,97
En 2051 47 0,61% 6.842.081,44 0,70% 145.576,20 1,18% 35,32 4,87 7.278.414,13 40,20
En 2052 14 0,18% 2.154.832,01 0,22% 153.916,57 0,97% 36,00 4,01 2.270.293,17 40,01
En 2053 11 0,14% 1.209.499,87 0,12% 109.954,53 0,83% 37,12 7,88 1.274.890,00 45,00
En 2054 1 0,01% 305.731,00 0,03% 305.731,00 0,66% 38,08 7,92 320.000,00 46,00
En 2055 3 0,04% 317.591,73 0,03% 105.863,91 0,94% 39,19 8,06 359.174,00 47,25
En 2056 1 0,01% 147.987,86 0,02% 147.987,86 0,66% 40,00 8,00 155.000,00 48,00
En 2057 5 0,06% 560.033,17 0,06% 112.006,63 0,84% 41,05 8,06 607.703,00 49,10
En 2058 15 0,19% 1.977.308,10 0,20% 131.820,54 0,89% 42,01 7,99 2.058.626,00 50,00

Totales 7709 100% 981.844.598,22 100% 127.363,42 0,84% 25,46 6,36 1.199.654.289,28 31,82
Último VTO 30/11/2058
VTO Medio octubre-41
Último VTO 30/11/2058
VTO Medio octubre-41
