Distribución geográfica según ubicación garantía principal
CCAA Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Saldo Inicial Plazo Total años
Garantía Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

Andalucía 612 7,94% 84.962.152,70 8,65% 138.827,05 0,83% 26,15 6,57 99.994.985,86 32,72
Aragón 19 0,25% 2.284.947,57 0,23% 120.260,40 0,99% 24,03 6,70 2.956.435,59 30,72
Asturias 60 0,78% 8.157.725,88 0,83% 135.962,10 0,84% 25,36 5,90 9.822.286,55 31,26
Cantabria 64 0,83% 8.072.116,39 0,82% 126.126,82 0,83% 26,72 6,33 9.673.417,82 33,05
Castilla-La Mancha 70 0,91% 9.986.276,59 1,02% 142.661,09 0,84% 27,12 6,37 11.577.759,43 33,49
Castilla-León 250 3,24% 31.050.443,07 3,16% 124.201,77 0,82% 25,90 6,56 38.208.613,85 32,46
Cataluña 995 12,91% 178.304.705,73 18,16% 179.200,71 0,79% 27,34 6,16 212.434.342,98 33,50
Madrid 393 5,10% 75.412.071,56 7,68% 191.888,22 0,78% 25,04 6,10 94.143.834,05 31,15
Valencia 578 7,50% 77.896.911,14 7,93% 134.769,74 0,80% 25,55 6,80 93.505.092,75 32,36
Extremadura 27 0,35% 2.987.977,00 0,30% 110.665,81 0,78% 24,69 6,74 3.526.191,79 31,44
Galicia 4.154 53,89% 427.588.177,84 43,55% 102.934,08 0,86% 24,44 6,35 534.529.354,18 30,78
Baleares 161 2,09% 27.241.445,71 2,77% 169.201,53 0,97% 26,39 6,59 31.542.279,07 32,98
Canarias 62 0,80% 6.870.963,83 0,70% 110.822,00 1,00% 25,32 6,61 8.058.216,27 31,93
Rioja 4 0,05% 722.435,57 0,07% 180.608,89 1,11% 21,45 6,36 856.000,00 27,81
Melilla 1 0,01% 106.773,15 0,01% 106.773,15 0,72% 20,75 6,33 150.000,00 27,08
Navarra 19 0,25% 2.719.267,80 0,28% 143.119,36 0,81% 25,62 6,57 3.492.225,12 32,19
País Vasco 180 2,33% 30.142.000,87 3,07% 167.455,56 0,82% 25,78 6,16 36.583.940,79 31,94
Murcia 60 0,78% 7.338.205,82 0,75% 122.303,43 0,82% 26,23 6,77 8.599.313,18 32,99

Totales 7.709 100% 981.844.598,22 100% 127.363,42 0,84% 25,46 6,36 1.199.654.289,28 31,82
