Distribución por Vida Residual
Vida Residual Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Plazo Total años
Saldo Inicial
Meses Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

Inferior o igual a 60 90 1,17% 2.190.449,55 0,22% 24.338,33 0,80% 4,14 6,92 9.232.107,96 11,06
entre 61 y 72 34 0,44% 1.318.336,13 0,13% 38.774,59 0,84% 5,68 7,19 3.912.544,50 12,87
entre 73 y 84 58 0,75% 2.136.988,77 0,22% 36.844,63 0,95% 6,68 6,97 4.529.483,12 13,65
entre 85 y 96 82 1,06% 3.770.659,57 0,38% 45.983,65 0,82% 7,41 7,34 7.991.075,10 14,74
entre 97 y 108 80 1,04% 4.815.949,23 0,49% 60.199,37 0,90% 8,55 6,38 8.570.133,25 14,94
entre 109 y 120 63 0,82% 4.649.733,34 0,47% 73.805,29 0,86% 9,56 5,91 8.239.617,73 15,47
entre 121 y 144 172 2,23% 12.089.215,58 1,23% 70.286,14 0,80% 11,29 6,81 20.417.910,61 18,11
entre 145 y 168 269 3,49% 20.291.657,38 2,07% 75.433,67 0,83% 13,03 6,74 31.592.208,98 19,77
entre 169 y 192 234 3,04% 21.624.650,57 2,20% 92.413,04 0,83% 15,06 6,09 31.869.570,07 21,15
entre 193 y 216 463 6,01% 45.735.241,88 4,66% 98.780,22 0,80% 17,20 6,99 62.751.561,97 24,19
entre 217 y 240 478 6,20% 53.835.669,55 5,48% 112.626,92 0,80% 19,07 6,14 70.023.159,31 25,21
entre 241 y 264 465 6,03% 56.088.991,01 5,71% 120.621,49 0,85% 21,17 6,64 73.033.291,26 27,81
entre 265 y 288 799 10,36% 100.255.777,57 10,21% 125.476,57 0,80% 23,02 6,71 123.199.643,78 29,73
entre 289 y 312 643 8,34% 90.550.603,35 9,22% 140.825,20 0,86% 25,00 5,77 109.556.826,30 30,77
entre 313 y 336 1.318 17,10% 179.542.190,48 18,29% 136.223,21 0,81% 27,27 7,21 205.556.045,44 34,48
entre 337 y 360 1.448 18,78% 213.418.869,33 21,74% 147.388,72 0,82% 28,99 5,93 242.675.325,89 34,92
entre 361 y 432 970 12,58% 164.087.735,87 16,71% 169.162,61 0,91% 32,06 5,80 180.762.097,84 37,85
Superior a 432 43 0,56% 5.441.879,06 0,55% 126.555,33 0,90% 39,39 7,27 5.741.686,17 46,66

Totales 7.709 100% 981.844.598,22 100,00% 127.363,42 0,84% 25,46 6,36 1.199.654.289,28 31,82
Máxima 511,0
Mínima -
Media 305,6
Máxima 511,0
Mínima -
Media 305,6
