Cartera de préstamos hipotecarios al día 24.03.2010
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos hipotecarios
Nº. %,,Principal pendiente
(euros) %,,%Tipo*
interés,
1,50 - 1,74,585 6,75,,113.574.964,54 7,62,,1,64,
1,75 - 1,99,533 6,15,,97.775.596,98 6,56,,1,90,
2,00 - 2,24,514 5,93,,94.880.181,30 6,37,,2,09,
2,25 - 2,49,387 4,46,,68.176.749,01 4,57,,2,33,
2,50 - 2,74,269 3,10,,50.576.445,41 3,39,,2,60,
2,75 - 2,99,1.439 16,60,,252.811.953,65 16,96,,2,93,
3,00 - 3,24,1.623 18,72,,282.910.929,30 18,98,,3,11,
3,25 - 3,49,1.248 14,40,,207.588.429,39 13,93,,3,33,
3,50 - 3,74,674 7,78,,111.218.198,01 7,46,,3,54,
3,75 - 3,99,535 6,17,,81.628.748,86 5,48,,3,84,
4,00 - 4,24,135 1,56,,20.173.310,98 1,35,,4,04,
4,25 - 4,49,150 1,73,,21.795.316,91 1,46,,4,27,
4,50 - 4,74,87 1,00,,13.356.704,28 0,90,,4,55,
4,75 - 4,99,40 0,46,,7.160.309,67 0,48,,4,83,
5,00 - 5,24,94 1,08,,13.717.192,27 0,92,,5,01,
5,25 - 5,49,80 0,92,,11.325.694,40 0,76,,5,32,
5,50 - 5,74,59 0,68,,8.633.813,99 0,58,,5,56,
5,75 - 5,99,83 0,96,,14.015.947,54 0,94,,5,88,
6,00 - 6,24,93 1,07,,13.778.914,72 0,92,,6,11,
6,25 - 6,49,24 0,28,,3.061.231,40 0,21,,6,33,
6,50 - 6,74,14 0,16,,1.956.194,34 0,13,,6,56,
7,00 - 7,24,2 0,02,,177.826,72 0,01,,7,03,
Total 8.668 100,00 1.490.294.653,67 100,00,,,,,,
Media ponderada: 3,04 %
Media simple: 3,10 %
Mínimo: 1,50 %
Máximo: 7,07 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,3,04,%
,Media simple:,,,,3,10,%
,Mínimo:,,,,1,50,%
,Máximo:,,,,7,07,%
