Cartera de préstamos hipotecarios al día 24.03.2010
Clasificación por periodo de carencia de amortización del principal,,
Vencimiento del periodo de
carencia de principal,Préstamos
hipotecarios
Nº. %,Principal pendiente
(euros) %
Sin Carencia,8.355 96,39,1.431.833.303,74 96,08
Del 01/01/2010 al 31/03/2010,4 0,05,457.976,84 0,03
Del 01/04/2010 al 30/06/2010,43 0,50,7.431.857,52 0,50
Del 01/7/2010 al 30/09/2010,26 0,30,4.769.361,14 0,32
Del 01/10/2010 al 31/12/2010,20 0,23,3.692.942,38 0,25
Del 01/01/2011 al 31/03/2011,15 0,17,2.868.321,83 0,19
Del 01/04/2011 al 30/06/2011,17 0,20,3.915.071,09 0,26
Del 01/7/2011 al 30/09/2011,38 0,44,7.406.969,35 0,50
Del 01/10/2011 al 31/12/2011,44 0,51,8.530.126,24 0,57
Del 01/01/2012 al 31/03/2012,14 0,16,2.258.844,15 0,15
Del 01/04/2012 al 30/06/2012,13 0,15,2.641.570,38 0,18
Del 01/7/2012 al 30/09/2012,19 0,22,3.213.503,17 0,22
Del 01/10/2012 al 31/12/2012,19 0,22,4.074.085,18 0,27
Del 01/04/2013 al 30/06/2013,11 0,13,1.868.297,58 0,13
