Cartera de préstamos hipotecarios al día 24.03.2010
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
Nº. %,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2018,2 0,02,250.738,78 0,02,100,96 22/08/2018
2019,5 0,06,767.120,97 0,05,111,20 30/06/2019
2021,2 0,02,453.323,86 0,03,138,99 22/10/2021
2022,1 0,01,106.703,36 0,01,152,25 30/11/2022
2023,11 0,13,1.586.406,18 0,11,161,77 16/09/2023
2024,17 0,20,1.821.826,91 0,12,172,29 1/08/2024
2025,8 0,09,993.722,83 0,07,185,16 28/08/2025
2026,8 0,09,849.301,03 0,06,196,26 1/08/2026
2027,15 0,17,2.027.738,34 0,14,208,17 29/07/2027
2028,49 0,57,7.390.219,77 0,50,221,45 5/09/2028
2029,123 1,42,15.520.354,69 1,04,233,22 30/08/2029
2030,17 0,20,2.511.404,20 0,17,242,15 29/05/2030
2031,38 0,44,6.938.801,78 0,47,256,29 2/08/2031
2032,33 0,38,4.797.701,31 0,32,268,28 1/08/2032
2033,128 1,48,18.788.228,19 1,26,280,96 22/08/2033
2034,342 3,95,51.040.905,80 3,42,293,31 1/09/2034
2035,86 0,99,13.932.772,78 0,93,304,80 17/08/2035
2036,77 0,89,11.996.315,23 0,80,315,10 26/06/2036
2037,78 0,90,13.867.695,15 0,93,328,46 6/08/2037
2038,540 6,23,83.659.447,43 5,61,341,38 4/09/2038
2039,1.247 14,39,202.055.413,95 13,56,353,04 25/08/2039
2040,51 0,59,7.992.931,89 0,54,363,79 17/07/2040
2041,53 0,61,10.044.779,07 0,67,376,28 1/08/2041
2042,86 0,99,14.774.970,06 0,99,388,16 29/07/2042
2043,363 4,19,62.618.731,21 4,20,401,58 10/09/2043
2044,684 7,89,122.844.246,72 8,24,413,11 26/08/2044
2045,69 0,80,13.693.021,68 0,92,424,88 19/08/2045
2046,122 1,41,23.519.382,57 1,58,436,83 18/08/2046
2047,248 2,86,50.907.721,17 3,42,447,22 30/06/2047
2048,1.668 19,24,289.091.384,40 19,40,461,35 2/09/2048
2049,2.485 28,67,451.337.996,97 30,29,472,61 11/08/2049
2050,12 0,14,2.113.345,39 0,14,477,48 6/01/2050
Total 8.668 100,00 1.490.294.653,67 100,00,,,
Media p on derada: 414,72 14/10/2044
Media simple: 410,06 25/05/2044
Mínimo: 98,23 31/05/2018
Máximo: 477,77 15/01/2050
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos que tienen el vencimiento final en el año correspondiente.,,,
