Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,1.747 14,31,167.279.701,81 14,81
Aragón,911 7,46,85.070.607,78 7,53
Asturias,269 2,20,24.998.215,31 2,21
Baleares,3 0,02,457.266,63 0,04
Canarias,368 3,01,34.922.965,37 3,09
Cataluña,125 1,02,15.010.788,86 1,33
País Vasco,106 0,87,20.432.327,24 1,81
Extremadura,214 1,75,18.865.331,48 1,67
Galicia,8 0,07,849.433,99 0,08
Castilla-León,87 0,71,8.307.532,92 0,74
Madrid,536 4,39,56.088.637,13 4,97
Castilla La Mancha,3.889 31,86,337.737.300,89 29,90
Murcia,43 0,35,5.453.264,33 0,48
Navarra,176 1,44,27.684.967,69 2,45
La Rioja,135 1,11,15.020.846,87 1,33
