Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por principal pendiente,,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,,
0,00 -24.999,99,767 6,28,14.748.755,37 1,31,,
25.000,00 -49.999,99,2.873 23,54,105.422.107,73 9,33,,
50.000,00 -74.999,99,1.998 16,37,124.796.589,10 11,05,,
75.000,00 -99.999,99,1.901 15,57,165.898.713,10 14,69,,
100.000,00 -124.999,99,1.558 12,76,175.390.551,91 15,53,,
125.000,00 -149.999,99,1.194 9,78,163.696.772,89 14,49,,
150.000,00 -174.999,99,768 6,29,124.592.453,61 11,03,,
175.000,00 -199.999,99,488 4,00,90.718.900,91 8,03,,
200.000,00 -224.999,99,266 2,18,56.098.860,61 4,97,,
225.000,00 -249.999,99,165 1,35,38.848.086,51 3,44,,
250.000,00 -274.999,99,81 0,66,21.218.543,79 1,88,,
275.000,00 -299.999,99,61 0,50,17.551.516,37 1,55,,
300.000,00 -324.999,99,32 0,26,9.992.077,52 0,88,,
325.000,00 -349.999,99,27 0,22,9.049.485,85 0,80,,
350.000,00 -374.999,99,8 0,07,2.876.419,44 0,25,,
375.000,00 -399.999,99,4 0,03,1.553.113,02 0,14,,
400.000,00 -424.999,99,5 0,04,2.048.593,94 0,18,,
425.000,00 -449.999,99,4 0,03,1.746.869,16 0,15,,
450.000,00 -474.999,99,5 0,04,2.316.575,41 0,21,,
475.000,00 -499.999,99,2 0,02,977.391,66 0,09,,
Total 12.207 100,00 1.129.542.377,90 100,00,,,,
,Principal medio:,92.532,35,,
,Principal mínimo:,937,44,,
,Principal máximo:,496.830,08,,
