Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01/07/1993 a 31/12/1993,1 0,01,28.209,53 0,00
01/01/1994 a 30/06/1994,2 0,02,75.039,48 0,01
01/07/1994 a 31/12/1994,1 0,01,33.698,14 0,00
01/01/1995 a 30/06/1995,3 0,02,99.855,40 0,01
01/07/1995 a 31/12/1995,4 0,03,157.160,36 0,01
01/01/1996 a 30/06/1996,10 0,08,351.176,88 0,03
01/07/1996 a 31/12/1996,8 0,07,280.175,99 0,02
01/01/1997 a 30/06/1997,19 0,16,688.665,72 0,06
01/07/1997 a 31/12/1997,25 0,20,1.041.656,96 0,09
01/01/1998 a 30/06/1998,44 0,36,1.895.633,72 0,17
01/07/1998 a 31/12/1998,101 0,83,4.046.709,35 0,36
01/01/1999 a 30/06/1999,116 0,95,5.100.697,18 0,45
01/07/1999 a 31/12/1999,94 0,77,4.046.461,47 0,36
01/01/2000 a 30/06/2000,62 0,51,2.727.080,82 0,24
01/07/2000 a 31/12/2000,107 0,88,5.299.157,41 0,47
01/01/2001 a 30/06/2001,118 0,97,5.611.660,60 0,50
01/07/2001 a 31/12/2001,134 1,10,6.296.139,49 0,56
01/01/2002 a 30/06/2002,149 1,22,8.313.351,73 0,74
01/07/2002 a 31/12/2002,206 1,69,12.332.483,89 1,09
01/01/2003 a 30/06/2003,291 2,38,17.572.386,48 1,56
01/07/2003 a 31/12/2003,369 3,02,23.347.014,24 2,07
01/01/2004 a 30/06/2004,367 3,01,26.768.855,00 2,37
01/07/2004 a 31/12/2004,558 4,57,40.785.634,35 3,61
01/01/2005 a 30/06/2005,701 5,74,56.626.213,94 5,01
01/07/2005 a 31/12/2005,849 6,96,72.335.443,99 6,40
