Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos hipotecarios
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
10,00 - 10,99,22 0,18,1.539.298,86 0,14,10,00
11,00 - 11,99,62 0,51,6.291.158,89 0,56,11,00
12,00 - 12,99,2.146 17,58,195.076.860,49 17,27,12,00
13,00 - 13,99,9 0,07,402.249,24 0,04,13,03
14,00 - 14,99,157 1,29,14.373.255,43 1,27,14,00
15,00 - 15,99,988 8,09,103.712.479,60 9,18,15,00
16,00 - 16,99,171 1,40,14.245.653,92 1,26,16,00
17,00 - 17,99,2 0,02,118.679,80 0,01,17,00
18,00 - 18,99,322 2,64,53.454.327,48 4,73,18,00
19,00 - 19,99,20 0,16,1.028.392,39 0,09,19,00
20,00 - 20,99,9 0,07,1.422.563,18 0,13,20,00
25,00 - 25,99,411 3,37,40.958.923,01 3,63,25,00
30,00 - 30,99,2.015 16,51,138.345.477,55 12,25,30,00
40,00 - 40,99,1 0,01,12.154,35 0,00,40,00
Sin T.I.N. máximo aplicable,5.872 48,10,558.560.903,71 49,45,
Total 12.207 100,00 1.129.542.377,90 100,00,,,
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,,,
