Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por el año amortización final,,,
Año de amortización final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2030,410 3,36,36.734.254,57 3,25,249,61 17/07/2030
2031,435 3,56,40.570.950,53 3,59,261,64 19/07/2031
2032,393 3,22,41.935.546,33 3,71,273,43 12/07/2032
2033,607 4,97,62.157.292,49 5,50,286,01 29/07/2033
2034,356 2,92,37.465.620,44 3,32,296,35 9/06/2034
2035,510 4,18,64.305.739,24 5,69,310,22 5/08/2035
2036,839 6,87,110.877.141,51 9,82,321,82 23/07/2036
2037,720 5,90,93.087.480,49 8,24,332,77 22/06/2037
2038,897 7,35,116.164.167,70 10,28,346,10 1/08/2038
2039,274 2,24,33.586.351,67 2,97,353,15 4/03/2039
2040,32 0,26,4.635.561,18 0,41,370,52 14/08/2040
2041,106 0,87,15.772.871,51 1,40,382,01 30/07/2041
2042,152 1,25,23.627.714,10 2,09,393,23 6/07/2042
2043,272 2,23,39.585.587,92 3,50,405,32 9/07/2043
2044,70 0,57,10.262.585,51 0,91,413,72 20/03/2044
2045,16 0,13,2.600.493,02 0,23,429,18 4/07/2045
2046,36 0,29,6.598.570,00 0,58,442,60 17/08/2046
2047,76 0,62,12.482.041,08 1,11,453,85 25/07/2047
2048,201 1,65,32.885.488,14 2,91,464,64 17/06/2048
2049,32 0,26,5.110.805,04 0,45,473,53 15/03/2049
Total 12.207 100,00 1.129.542.377,90 100,00,,,
Media ponderada: 287,03 30/08/2033
Media simple: 248,22 5/06/2030
Mínimo: 0,16 3/10/2009
Máximo: 481,97 27/11/2049
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente.,,,
