Cartera de préstamos hipotecarios al día 23.01.2007
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
Del 01/01/2003 al 30/06/2003,139 0,81,17.308.817,06 0,61
Del 01/07/2003 al 31/12/2003,1.054 6,13,136.195.696,62 4,84
Del 01/01/2004 al 30/06/2004,2.532 14,73,359.329.779,59 12,76
Del 01/07/2004 al 31/12/2004,2.936 17,09,446.392.121,01 15,85
Del 01/01/2005 al 30/06/2005,3.453 20,09,574.483.205,52 20,40
Del 01/07/2005 al 31/12/2005,3.763 21,90,670.607.221,87 23,81
Del 01/01/2006 al 30/06/2006,3.307 19,24,611.866.523,94 21,73
Total 17.184 100,00 2.816.183.365,61 100,00,,
20,96 Meses Antigüedad media po nd erada
48,68 Meses Antigüedad máxima
7,27 Meses Antigüedad mínima,,
