Cartera de préstamos hipotecarios al día 23.01.2007
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,2.563 14,92,353.108.663,35 12,54
Aragón,394 2,29,63.582.309,40 2,26
Asturias,256 1,49,31.269.389,28 1,11
Islas Baleares,485 2,82,81.958.663,25 2,91
Canarias,526 3,06,71.967.740,52 2,56
Cantabria,351 2,04,51.347.784,84 1,82
Cataluña,3.739 21,76,720.301.959,36 25,58
Ceuta,80 0,47,9.983.223,79 0,35
País Vasco,837 4,87,143.919.558,38 5,11
Extremadura,294 1,71,34.566.141,05 1,23
Galicia,359 2,09,45.466.179,62 1,61
Castilla-León,904 5,26,119.496.537,96 4,24
Madrid,2.942 17,12,598.611.057,88 21,26
Castilla La Mancha,628 3,65,97.065.314,67 3,45
Melilla,149 0,87,15.505.632,60 0,55
