Cartera de préstamos hipotecarios al día 28.02.2006
Clasificación por Comunidades Autónomas,,
,Préstamos
%,Principal pendiente
( euros) %
Andalucía,476 6,21,65.668.920,21 7,32
Aragón,30 0,39,4.166.368,66 0,46
Asturias,27 0,35,2.365.801,51 0,26
Baleares,318 4,15,57.212.799,05 6,37
Canarias,320 4,17,40.518.895,88 4,51
Cantabria,8 0,10,1.185.367,62 0,13
Cataluña,529 6,90,76.622.741,99 8,54
País Vasco,93 1,21,11.189.369,63 1,25
Extremadura,20 0,26,2.648.227,72 0,30
Galicia,146 1,90,13.877.964,74 1,55
Castilla-León,161 2,10,21.915.809,51 2,44
Madrid,599 7,81,93.104.215,53 10,37
Castilla La Mancha,173 2,26,18.158.661,40 2,02
Melilla,2 0,03,272.480,12 0,03
Murcia,150 1,96,16.082.024,76 1,79
Navarra,331 4,32,34.453.149,14 3,84
La Rioja,47 0,61,5.059.589,83 0,56
Comunidad Valenciana,4.239 55,27,433.084.130,70 48,25
Total 7.669 100,00 897.586.518,00 100,00,,
