Cartera de préstamos hipotecarios al día 28.02.2006
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
01/01/1995 a 30/06/1995,1 0,01,1.458,00 0,00
01/07/1995 a 31/12/1995,1 0,01,3.262,38 0,00
01/01/1996 a 30/06/1996,13 0,17,454.357,41 0,05
01/07/1996 a 31/12/1996,29 0,38,559.138,48 0,06
01/01/1997 a 30/06/1997,19 0,25,278.408,31 0,03
01/07/1997 a 31/12/1997,5 0,07,82.692,59 0,01
01/01/1998 a 30/06/1998,8 0,10,126.632,19 0,01
01/07/1998 a 31/12/1998,2 0,03,7.424,82 0,00
01/01/1999 a 30/06/1999,14 0,18,406.779,33 0,05
01/07/1999 a 31/12/1999,12 0,16,942.170,96 0,10
01/01/2000 a 30/06/2000,4 0,05,153.237,98 0,02
01/07/2000 a 31/12/2000,4 0,05,371.051,49 0,04
01/01/2001 a 30/06/2001,9 0,12,678.080,75 0,08
01/07/2001 a 31/12/2001,4 0,05,754.669,98 0,08
01/01/2002 a 30/06/2002,7 0,09,335.128,38 0,04
01/07/2002 a 31/12/2002,13 0,17,2.070.245,11 0,23
01/01/2003 a 30/06/2003,21 0,27,3.236.211,43 0,36
01/07/2003 a 31/12/2003,81 1,06,10.806.340,39 1,20
01/01/2004 a 30/06/2004,199 2,59,26.548.457,69 2,96
01/07/2004 a 31/12/2004,1.020 13,30,128.208.036,48 14,28
01/01/2005 a 30/06/2005,5.043 65,76,588.516.546,31 65,57
