FECHAS DE VENCIMIENTO DE LOS PRÉSTAMOS
Intervalo Principal pendiente Préstamos
(miles de euros salvo
el total, en euros) % nº %
8/6/2006 - 31/12/2006 289,96 0,01 4 0,02
1/1/2007- 31/12/2007 230,00 0,01 1 0
1/1/2008 -31/12/2008 13,11 0 1 0
1/1/2009 - 31/12/2009 86,80 0 1 0
1/1/2010 - 31/12/2010 168,29 0 5 0,03
1/1/2011 - 31/12/2011 237,81 0,01 5 0,03
1/1/2012 - 31/12/2012 112,9 0 3 0,02
1/1/2013 - 31/12/2013 1.115,74 0,05 18 0,12
1/1/2014 - 31/12/2014 1.874,67 0,019 28 0,02
1/1/2015 - 31/12/2015 3.816,45 0,18 47 0,33
1/1/2016 - 31/12/2016 1.578,25 0,07 24 0,17
1/1/2017 - 31/12/2017 3.647,90 0,17 22 0,15
1/1/2018 - 31/12/2018 6.950,41 0,34 93 0,66
1/1/2019 - 31/12/2019 17.515,46 0,85 134 0,96
1/1/2020 - 31/12/2020 12.816,96 0,62 119 0,85
1/1/2021 - 31/12/2021 4.292,29 0,21 41 0,29
1/1/2022 - 31/12/2022 4.099,60 0,2 42 0,3
1/1/2023 - 31/12/2023 21.356,94 1,04 211 1,51
1/1/2024 - 31/12/2024 42.608,75 2,08 413 2,96
1/1/2025 - 31/12/2025 45.179,74 2,21 356 2,55
1/1/2026 - 31/12/2026 5.964,66 0,29 49 0,35
1/1/2027 - 31/12/2027 8.107,10 0,39 56 0,4
1/1/2028 - 31/12/2028 47.314,79 2,31 417 2,99
1/1/2029 - 31/12/2029 105.208,79 5,15 872 6,26
1/1/2030 - 31/12/2030 89.365,27 4,37 639 4,59
1/1/2031 - 31/12/2031 13.222,28 0,64 90 0,64
1/1/2032 - 31/12/2032 16.185,44 0,79 122 0,87
1/1/2033 - 31/12/2033 150.491,80 7,37 1.080 7,76
1/1/2034 - 31/12/2034 557.903,77 27,33 3.819 27,44
1/1/2035 - 31/12/2035 626.562,80 30,7 3.787 27,21
1/1/2036 - 31/12/2036 3.166,70 0,15 19 0,13
1/1/2037 - 31/12/2037 2.300,38 0,11 12 0,08
1/1/2038 - 31/12/2038 2.264,34 0,11 17 0,12
1/1/2039 - 31/12/2039 3.035,06 0,14 17 0,12
1/1/2040 - 31/12/2040 25.295,24 1,23 153 1,09
1/1/2041 - 31/12/2041 1.340,75 0,06 7 0,05
1/1/2042 - 31/12/2042 2.853,14 0,13 16 0,11
1/1/2043 - 31/12/2043 3.468,25 0,16 18 0,12
1/1/2044 - 31/12/2044 2.203,63 0,1 12 0,08
1/1/2045 - 11/12/2045 206.538,64 10,12 1.146 8,23
Totales: 2.040.785.095,04 100,00 13.916 100,00
