Cartera de préstamos hipotecarios al día 23.10.2006
Clasificación por fecha de vencimiento final,,,
Año de vencimiento final,Préstamos
%,Principal pendiente
(euros) %,Vida residual *
mp
Meses Fecha
2006,1 0,01,865,96 0,00,1,41 9/08/2007
2007,94 0,90,281.388,00 0,03,9,53 20/06/2008
2008,77 0,74,892.198,11 0,09,19,92 11/07/2009
2009,69 0,66,1.735.014,30 0,18,32,60 15/08/2010
2010,75 0,72,1.988.070,36 0,20,45,72 31/07/2011
2011,118 1,13,3.102.748,07 0,32,57,23 21/06/2012
2012,195 1,87,5.818.518,48 0,59,67,96 12/07/2013
2013,283 2,71,9.521.314,17 0,97,80,61 28/06/2014
2014,179 1,72,8.714.248,02 0,89,92,15 23/07/2015
2015,261 2,50,13.066.259,53 1,33,104,99 2/05/2016
2016,175 1,68,9.953.013,43 1,01,114,30 3/07/2017
2017,213 2,04,13.290.657,21 1,35,128,33 13/06/2018
2018,250 2,40,14.201.640,32 1,44,139,65 27/06/2019
2019,238 2,28,17.210.454,41 1,75,152,13 14/07/2020
2020,434 4,16,34.471.527,79 3,50,164,69 29/04/2021
2021,282 2,70,20.796.178,65 2,11,174,20 4/07/2022
2022,212 2,03,15.811.122,88 1,61,188,36 20/07/2023
2023,416 3,99,28.715.054,36 2,92,200,87 17/06/2024
2024,324 3,11,24.789.924,89 2,52,211,82 28/07/2025
2025,919 8,81,85.701.508,33 8,71,225,15 6/04/2026
2026,478 4,58,46.883.760,78 4,76,233,44 30/07/2027
2027,316 3,03,29.978.172,77 3,05,249,20 24/06/2028
2028,417 4,00,43.332.232,56 4,40,260,04 10/06/2029
2029,345 3,31,37.889.915,48 3,85,271,57 3/08/2030
2030,1.269 12,16,142.610.265,69 14,49,285,35 10/03/2031
2031,660 6,33,73.517.638,34 7,47,292,55 21/06/2032
2032,62 0,59,7.355.598,92 0,75,307,95 11/07/2033
2033,110 1,05,14.420.253,20 1,46,320,60 14/07/2034
2034,135 1,29,18.588.600,79 1,89,332,67 19/08/2035
2035,1.059 10,15,149.916.266,56 15,23,345,84 24/02/2036
2036,742 7,11,105.969.777,99 10,76,352,08 21/06/2037
2037,2 0,02,270.000,00 0,03,367,93 5/07/2038
2038,1 0,01,190.031,98 0,02,380,39 5/05/2039
2039,1 0,01,108.285,81 0,01,390,37 10/07/2040
2040,4 0,04,555.524,69 0,06,404,57 4/03/2041
2041,16 0,15,2.812.289,01 0,29,412,36 9/08/2007
Total 10.432 100,00 984.460.321,84 100,00,,,
Media ponderada: 263,82 17/10/2028
Media simple: 231,67 11/02/2026
Mínimo: 1,41 5/12/2006
Máximo: 418,43 05/09/2041
*Vida residual (meses y fecha equivalente) son medias ponderadas por el principal pendiente.,,,
