FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=6% (en euros),,
Fecha de Pago,Serie A,Serie B
,Ppal. Inter. Flujo
Amort Brutos Total,Ppal. Inter. Flujo
Amort Brutos Total
28/11/2017
19/03/2018
18/06/2018
18/09/2018
18/12/2018
18/03/2019
18/06/2019
18/09/2019
18/12/2019
18/03/2020
18/06/2020
18/09/2020
18/12/2020
18/03/2021
18/06/2021
18/09/2021
18/12/2021
18/03/2022
18/06/2022
18/09/2022
18/12/2022,4.998,89 206,89 5.205,78
7.973,57 161,14 8.134,71
6.837,54 149,23 6.986,77
7.065,42 136,01 7.201,43
6.448,86 122,67 6.571,53
7.090,46 114,33 7.204,79
6.009,94 102,18 6.112,12
6.240,91 90,87 6.331,78
5.892,78 80,29 5.973,07
6.299,62 71,06 6.370,68
5.240,66 60,26 5.300,92
4.928,14 50,72 4.978,86
4.477,88 41,89 4.519,77
4.874,54 35,14 4.909,68
4.228,97 26,79 4.255,76
4.281,69 19,32 4.301,02
3.741,20 11,93 3.753,12
3.368,93 5,78 3.374,71
0,00 0,00 0,00
0,00 0,00 0,00,0,00 283,98 283,98
0,00 232,81 232,81
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 232,81 232,81
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
4.215,47 235,37 4.450,84
22.229,13 225,44 22.454,58
73.555,40 171,24 73.726,64
,100.000,00 1.486,50 101.486,50,100.000,00 4.651,20 104.651,20
