FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=2% (en euros),,
Fecha de Pago,Serie A,Serie B
,Ppal. Inter. Flujo
Amort Brutos Total,Ppal. Inter. Flujo
Amort Brutos Total
28/11/2017
19/03/2018
18/06/2018
18/09/2018
18/12/2018
18/03/2019
18/06/2019
18/09/2019
18/12/2019
18/03/2020
18/06/2020
18/09/2020
18/12/2020
18/03/2021
18/06/2021
18/09/2021
18/12/2021
18/03/2022
18/06/2022
18/09/2022
18/12/2022
18/03/2023
18/06/2023
18/09/2023
18/12/2023,3.827,09 206,89 4.033,98
6.859,22 163,12 7.022,34
5.811,03 153,15 5.964,18
6.114,58 141,63 6.256,21
5.575,68 129,82 5.705,49
6.288,17 123,14 6.411,31
5.284,81 112,36 5.397,17
5.581,40 102,17 5.683,57
5.300,96 92,71 5.393,66
5.771,54 84,64 5.856,17
4.780,20 74,74 4.854,94
4.524,04 65,82 4.589,86
4.126,63 57,51 4.184,14
4.571,24 51,71 4.622,95
3.977,47 43,87 4.021,34
4.075,07 36,65 4.111,71
3.579,76 29,41 3.609,17
3.821,72 23,92 3.845,65
2.950,48 17,37 2.967,85
2.712,68 12,18 2.724,85
2.304,58 7,49 2.312,08
2.161,67 3,71 2.165,37
0,00 0,00 0,00
0,00 0,00 0,00,0,00 283,98 283,98
0,00 232,81 232,81
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 232,81 232,81
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
0,00 235,37 235,37
0,00 235,37 235,37
0,00 232,81 232,81
0,00 230,25 230,25
3.678,65 235,37 3.914,02
13.670,83 226,71 13.897,53
82.650,52 192,42 82.842,94
,100.000,00 1.734,01 101.734,01,100.000,00 5.607,43 105.607,43
