,,,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN CAIXA PENEDÈS PYMES TDA 1
(División por Saldo Actual),,,
,,,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO PONDERADO
EUROS ACTUAL % POR SALDO MEDIO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses),,,
,0,00 - 100.000,00 3.280 160.834.542,87 19,56 145 112 4,890 60.761,42,2,280,9,250,
,100.000,00 - 200.000,00 1.312 185.953.302,98 22,61 214 183 4,540 147.248,56 2,680 7,000
200.000,00 - 300.000,00 547 132.743.723,38 16,14 223 195 4,500 245.822,64 2,650 5,606
300.000,00 - 400.000,00 256 87.999.524,22 10,70 211 182 4,430 346.299,96 2,900 5,664
400.000,00 - 500.000,00 114 50.143.394,11 6,10 214 182 4,490 441.853,20 3,000 5,594
500.000,00 - 600.000,00 72 39.429.239,56 4,79 224 199 4,430 549.105,09 3,250 5,344
600.000,00 - 700.000,00 31 19.463.013,07 2,37 197 171 4,440 628.851,26 3,250 5,094
700.000,00 - 800.000,00 24 17.724.905,00 2,16 198 171 4,360 739.779,94 3,664 5,000
800.000,00 - 900.000,00 10 8.562.179,59 1,04 145 108 4,400 856.729,46 3,851 5,500
900.000,00 - 1.000.000,00 16 15.160.083,86 1,84 189 168 4,350 948.247,85 3,250 5,171
1.000.000,00 - 1.100.000,00 6 6.224.265,11 0,76 234 198 4,390 1.037.736,00 3,855 5,314
1.100.000,00 - 1.200.000,00 8 9.320.198,79 1,13 163 130 4,700 1.165.391,10 4,321 5,087
1.200.000,00 - 1.300.000,00 3 3.716.029,86 0,45 202 155 4,710 1.239.092,22 4,514 5,000
1.300.000,00 - 1.400.000,00 4 5.360.325,93 0,65 170 148 4,390 1.340.417,45 4,000 4,837
1.400.000,00 - 1.500.000,00 7 10.194.525,98 1,24 227 205 4,480 1.456.840,58 4,121 4,814
1.500.000,00 - 1.600.000,00 5 7.726.315,51 0,94 141 99 4,490 1.545.585,51 4,115 4,850
1.600.000,00 - 1.700.000,00 2 3.375.240,44 0,41 144 108 4,650 1.687.678,67 4,500 4,789
1.800.000,00 - 1.900.000,00 2 3.641.893,57 0,44 170 147 4,560 1.821.187,74 4,369 4,750
2.000.000,00 - 2.100.000,00 3 6.216.707,25 0,76 152 109 4,390 2.072.443,12 4,115 4,799
2.100.000,00 - 2.200.000,00 2 4.291.706,02 0,52 290 275 5,030 2.146.567,17 4,844 5,215
2.200.000,00 - 2.300.000,00 1 2.255.127,49 0,27 216 197 4,610 2.255.127,49 4,615 4,615
2.300.000,00 - 2.400.000,00 3 6.973.070,02 0,85 226 184 4,670 2.324.404,69 3,921 5,250
2.400.000,00 - 2.500.000,00 1 2.400.000,00 0,29 36 11 4,990 2.400.000,00 4,994 4,994
2.500.000,00 - 2.600.000,00 1 2.567.499,32 0,31 204 169 3,000 2.567.499,32 3,000 3,000
4.400.000,00 - 4.500.000,00 1 4.450.000,00 0,54 60 48 4,300 4.450.000,00 4,300 4,300
4.500.000,00 - 4.600.000,00 1 4.590.000,00 0,56 60 49 4,400 4.590.000,00 4,400 4,400
4.700.000,00 - 4.800.000,00 1 4.700.000,00 0,57 192 180 4,860 4.700.000,00 4,856 4,856
7.500.000,00 - 7.600.000,00 1 7.500.068,51 0,91 184 165 4,920 7.500.068,51 4,921 4,921
8.800.000,00 - 8.900.000,00 1 8.819.000,00 1,07 36 26 4,310 8.819.000,00 4,311 4,311,,,
,TOTALES 5.715 822.335.882,44 100 194,0 164,3 4,570 622.726,65 2,280 9,250,,,
59,,,,
