Cartera de préstamos hipotecarios al día 31.03.2007
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos hipotecarios
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
2,50 - 2,74,3 0,02,,819.595,83 0,04,,2,67,
2,75 - 2,99,6 0,03,,841.371,39 0,04,,2,87,
3,00 - 3,24,44 0,24,,5.107.410,18 0,25,,3,11,
3,25 - 3,49,146 0,78,,20.892.493,82 1,02,,3,33,
3,50 - 3,74,560 3,01,,74.164.983,56 3,63,,3,59,
3,75 - 3,99,1.456 7,82,,175.611.886,10 8,60,,3,86,
4,00 - 4,24,2.136 11,47,,237.780.957,70 11,65,,4,11,
4,25 - 4,49,3.250 17,45,,365.019.072,16 17,88,,4,36,
4,50 - 4,74,4.429 23,78,,497.063.891,60 24,35,,4,61,
4,75 - 4,99,4.138 22,22,,431.623.092,48 21,14,,4,86,
5,00 - 5,24,1.866 10,02,,178.373.046,61 8,74,,5,09,
5,25 - 5,49,465 2,50,,43.530.613,43 2,13,,5,34,
5,50 - 5,74,97 0,52,,8.658.762,98 0,42,,5,57,
5,75 - 5,99,20 0,11,,1.595.663,17 0,08,,5,83,
6,00 - 6,24,4 0,02,,155.151,06 0,01,,6,04,
6,50 - 6,74,1 0,01,,32.866,22 0,00,,6,62,
6,75 - 6,99,2 0,01,,310.868,82 0,02,,6,96,
8,50 - 8,74,1 0,01,,109.446,64 0,01,,8,71,
Total 18.624 100,00 2.041.691.173,75 100,00,,,,,,
Media ponderada: 4,50 %
Media simple: 4,54 %
Mínimo: 2,58 %
Máximo: 8,71 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,,,,,,
,Media ponderada:,,,,4,50,%
,Media simple:,,,,4,54,%
,Mínimo:,,,,2,58,%
,Máximo:,,,,8,71,%
