Cartera de préstamos hipotecarios al día 31.03.2007
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación Préstamos Hipotecarios Principal pendiente (%) Principal
pendiente/
% (euros) %
V. Tasación *,,,
0,01 - 5,00,24 0,13,161.107,47 0,01,3,43
5,01 - 10,00,114 0,61,2.847.987,82 0,14,8,05
10,01 - 15,00,271 1,46,9.223.528,18 0,45,12,88
15,01 - 20,00,513 2,75,23.934.205,93 1,17,17,75
20,01 - 25,00,709 3,81,34.738.898,74 1,70,22,73
25,01 - 30,00,842 4,52,50.439.441,04 2,47,27,55
30,01 - 35,00,908 4,88,60.367.121,47 2,96,32,58
35,01 - 40,00,1.071 5,75,84.830.473,87 4,15,37,66
40,01 - 45,00,1.132 6,08,100.944.375,06 4,94,42,62
45,01 - 50,00,1.332 7,15,133.132.344,45 6,52,47,54
50,01 - 55,00,1.386 7,44,152.556.981,56 7,47,52,52
55,01 - 60,00,1.609 8,64,190.916.013,63 9,35,57,54
60,01 - 65,00,1.683 9,04,220.099.584,62 10,78,62,66
65,01 - 70,00,2.686 14,42,384.817.721,60 18,85,67,67
70,01 - 75,00,1.379 7,40,185.044.732,10 9,06,72,62
75,01 - 80,00,1.908 10,24,261.174.963,09 12,79,77,49
80,01 - 85,00,279 1,50,38.427.483,91 1,88,82,31
85,01 - 90,00,243 1,30,34.379.432,45 1,68,87,33
90,01 - 95,00,196 1,05,27.908.924,71 1,37,92,34
95,01 - 100,00,339 1,82,45.745.852,05 2,24,97,38
Total 18.624 100,00 2.041.691.173,75 100,00,,,
Media Ponderada: 60,85 %
Media Simple: 55,28 %
Mínimo: 0,80 %
Máximo: 99,81 %
*Relación Principal pendiente /V. Tasación son medias ponderadas por el principal pendiente.,,,
