Cartera de préstamos hipotecarios al día 31.03.2007
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01/07/2000 a 31/12/2000,3 0,02,168.036,93 0,01
01/01/2001 a 30/06/2001,13 0,07,550.459,11 0,03
01/07/2001 a 31/12/2001,18 0,10,1.769.518,32 0,09
01/01/2002 a 30/06/2002,19 0,10,1.155.083,01 0,06
01/07/2002 a 31/12/2002,11 0,06,2.059.158,90 0,10
01/01/2003 a 30/06/2003,17 0,09,1.247.557,93 0,06
01/07/2003 a 31/12/2003,97 0,52,8.854.128,55 0,43
01/01/2004 a 30/06/2004,468 2,51,30.488.124,38 1,49
01/07/2004 a 31/12/2004,746 4,01,60.712.218,56 2,97
01/01/2005 a 30/06/2005,2.052 11,02,197.326.470,72 9,66
