,orado con datos a 6 de febrero de 2007,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 8
(División de los tipos de interés variables por Tipo de Referencia y diferencial),
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL TIPO DIFERENCIAL
TIPO REFERENCIA y SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR PONDERADO POR
DIFERENCIAL EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses),
,IRPH CAJAS 5.033 515.896.995,31 23,12 329 304 4,410 0,250 2,900 5,914
0,00 - 0,50 3.805 388.184.167,30 75,24 333 308 4,320 0,150 2,900 5,165
0,50 - 1,00 1.191 123.704.036,30 23,98 315 292 4,680 0,550 3,250 5,515
1,00 - 1,50 37 4.008.791,71 0,78 352 329 5,010 1,010 3,500 5,914
EURIBOR 14.326 1.708.033.502,12 76,54 333 304 4,250 0,860 2,623 5,921
0,00 - 0,50 177 31.565.035,70 1,85 341 315 3,830 0,420 2,623 4,518
0,50 - 1,00 7.507 949.651.039,44 55,60 335 304 4,130 0,730 2,750 5,200
1,00 - 1,50 6.373 699.351.610,29 40,94 330 303 4,400 1,040 2,800 5,500
1,50 - 2,00 259 26.242.445,90 1,54 324 298 4,850 1,510 3,250 5,500
2,00 - 2,50 10 1.223.370,79 0,07 263 241 5,230 2,000 4,783 5,921
MIBOR 132 7.709.722,94 0,35 259 155 4,360 0,940 3,450 5,250
0,00 - 0,50 1 88.149,18 1,14 180 65 4,100 0,350 4,100 4,100
0,50 - 1,00 41 2.541.531,92 32,97 248 144 4,010 0,730 3,450 5,150
1,00 - 1,50 85 4.835.021,47 62,71 267 163 4,510 1,040 3,750 5,150
1,50 - 2,00 5 245.020,37 3,18 237 121 5,250 1,500 5,250 5,250,
,TOTAL 19.491 2.231.640.220 100 332 303 4,290 2,623 5,921,
71,,
