Elaborado con datos a 6 de febrero de 2007,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 8
(División por Ratio Saldo Actual / Tasación Préstamos Hipotecarios),
,,
,VENCIMIENTO VENCIMIENTO
RATIO SALDO
INICIAL RESIDUAL TIPO ACTUAL
RATIO SALDO SALDO ACTUAL SALDO ACTUAL/ TASACION Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR
ACTUAL/TASACION EUROS ACTUAL % PONDERADO POR ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
SALDO ACTUAL
(meses) (meses),
,0,00 - 10,00 107 2.468.009,10 0,110 255 227 4,210 7,65 3,200 5,000
10,00 - 20,00 363 19.254.206,84 0,860 231 206 4,280 16,38 2,800 5,515
20,00 - 30,00 817 53.422.434,66 2,390 254 225 4,270 25,65 2,950 5,914
30,00 - 40,00 1.347 104.775.084,09 4,690 277 246 4,270 35,52 2,820 5,348
40,00 - 50,00 1.702 158.702.096,72 7,110 294 262 4,250 45,40 2,818 5,598
50,00 - 60,00 2.396 257.344.059,37 11,530 309 278 4,280 55,51 2,900 5,921
60,00 - 70,00 3.427 398.807.614,28 17,870 318 285 4,260 65,42 2,623 5,515
70,00 - 80,00 5.906 734.848.287,71 32,930 345 316 4,290 75,42 2,700 5,664
80,00 - 90,00 2.399 346.962.675,30 15,550 371 347 4,340 85,30 2,850 5,598
90,00 - 100,00 1.027 155.055.752,30 6,950 374 351 4,270 94,56 3,080 5,598,
,TOTAL 19.491 2.231.640.220 100,00 332 303 4,290 68,42 2,623 5,921,
76,,
