,,Año de entrada en mora,,,,,,,,,,,,,,,,,,,,,,,,
,Total,2010,,2011,,,2012,,,2013,,,2014,,,2015,,,2016,,,2017,,,2018,
,3.953,380,323,480,,297,180,,,482,780,,,475,820,,,873,720,,,533,200,,,406,760,,,85,240,,,475,199,
1,25,02%,0,00%,,,0,00%,,,0,00%,,,0,01%,,,50,86%,,,0,00%,,,77,55%,,,100,00%,,,30,35%
2,44,06%,0,00%,,,0,00%,,,0,00%,,,9,02%,,,87,21%,,,56,42%,,,100,00%,,,100,00%,,,30,35%
3,47,99%,0,00%,,,0,00%,,,0,00%,,,41,63%,,,87,22%,,,56,42%,,,100,00%,,,100,00%,,,30,35%
4,54,17%,0,00%,,,0,00%,,,0,00%,,,41,63%,,,100,00%,,,56,42%,,,100,00%,,,100,00%,,,58,26%
5,57,33%,0,00%,,,0,00%,,,0,00%,,,41,63%,,,100,00%,,,56,42%,,,100,00%,,,100,00%,,,84,58%
6,57,33%,0,00%,,,0,00%,,,0,00%,,,41,63%,,,100,00%,,,56,42%,,,100,00%,,,100,00%,,,84,58%
7,59,16%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,56,42%,,,100,00%,,,100,00%,,,84,58%
8,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
9,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
10,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
11,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
12,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
13,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
14,60,36%,0,00%,,,0,00%,,,0,00%,,,56,81%,,,100,00%,,,65,30%,,,100,00%,,,100,00%,,,84,58%
15,64,57%,0,00%,,,15,53%,,,16,54%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
16,64,57%,0,00%,,,15,53%,,,16,54%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
17,64,57%,0,00%,,,15,53%,,,16,54%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
18,64,57%,0,00%,,,15,53%,,,16,54%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
19,64,76%,0,00%,,,15,53%,,,18,09%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
20,66,77%,5,85%,,,35,87%,,,18,09%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
21,68,36%,1 6,84%,,,35,87%,,,23,71%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
22,68,36%,1 6,84%,,,35,87%,,,23,71%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
23,68,36%,1 6,84%,,,35,87%,,,23,71%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
24,69,91%,1 6,84%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,84,58%
25,69,91%,1 6,84%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,
26,71,36%,3 4,45%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,
27,71,36%,3 4,45%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,
28,71,36%,3 4,45%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,100,00%,,,
29,71,36%,3 4,45%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,,,,
30,71,36%,3 4,45%,,,35,87%,,,36,46%,,,56,81%,,,100,00%,,,72,94%,,,100,00%,,,,,,
31,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,100,00%,,,,,,
32,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,100,00%,,,,,,
33,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,,,,,,,
34,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,,,,,,,
35,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,,,,,,,
36,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,72,94%,,,,,,,,,
37,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,,,,,,,,,,
38,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,,,,,,,,,,
39,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,,,,,,,,,,
40,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,100,00%,,,,,,,,,,,,
41,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,,,,,,,,,,,,,
42,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,,,,,,,,,,,,,
43,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,,,,,,,,,,,,,
44,72,07%,3 4,45%,,,35,87%,,,36,46%,,,62,75%,,,,,,,,,,,,,,,
45,72,07%,3 4,45%,,,35,87%,,,36,46%,,,,,,,,,,,,,,,,,,
