Cartera de Préstamos Hipotecarios a 12/02/2024,,,,,,
Clasificación por el tipo de interés nominal aplicable,,,,,,
,,,,,,
,Préstamos Hipotecarios,,Principal pendiente,,%Tipo*,
Intervalo % Tipo Interés,Nº,%,(euros),%,Interés nominal,
,,,,,,
1,5000 - 1,9999,449 3,97,,44.472.072,52 5,90,,1,970,
2,0000 - 2,4999,92 0,81,,10.745.123,06 1,43,,2,242,
2,5000 - 2,9999,266 2,35,,26.638.754,95 3,53,,2,736,
3,0000 - 3,4999,103 0,91,,12.404.287,62 1,65,,3,152,
3,5000 - 3,9999,298 2,63,,23.510.764,65 3,12,,3,744,
4,0000 - 4,4999,1.067 9,43,,72.211.893,06 9,58,,4,227,
4,5000 - 4,9999,2.522 22,29,,161.549.469,93 21,43,,4,745,
5,0000 - 5,4999,2.588 22,88,,176.457.544,48 23,41,,5,231,
5,5000 - 5,9999,2.024 17,89,,124.260.350,15 16,48,,5,719,
6,0000 - 6,4999,1.206 10,66,,68.184.361,21 9,05,,6,191,
6,5000 - 6,9999,457 4,04,,23.113.915,33 3,07,,6,660,
7,0000 - 7,4999,136 1,20,,6.055.323,40 0,80,,7,165,
7,5000 - 7,9999,63 0,56,,2.667.283,67 0,35,,7,642,
8,0000 - 8,4999,24 0,21,,804.099,42 0,11,,8,148,
8,5000 - 8,9999,10 0,09,,491.668,07 0,07,,8,603,
9,0000 - 9,4999,5 0,04,,160.743,06 0,02,,9,113,
9,5000 - 9,9999,2 0,02,,55.523,77 0,01,,9,585,
Total 11.312 100,00 753.783.178,35 100,00,,,,,,
Media ponderada: 4,868
Media simple: 5,056
Mínimo: 1,500
Máximo: 9,660
*Tipo de interés nominal medio del intervalo ponderado por el capital pendiente.,Media ponderada:,,,,4,868,
,Media simple:,,,,5,056,
,Mínimo:,,,,1,500,
,Máximo:,,,,9,660,
