,3.1,Interés de las personas físicas y jurídicas participantes en la emisión,33
,3.2,Uso e importe neto estimado de los ingresos,38
4.,INFORMACIÓN SOBRE LOS VALORES QUE VAN A ADMITIRSE A COTIZACIÓN,,39
,4.1,Importe total de los valores que se admiten a cotización y suscripción,39
,4.2,Descripción del tipo y clase de los valores e ISIN,40
,4.3,Legislación según la cual se crean los valores,40
,4.4,Indicación de si los valores están en forma registrada o al portador y de si están en forma
de título o anotación en cuenta,40
,4.5,Moneda de la emisión de los valores,40
,4.6,Orden de prelación de los valores y grado de subordinación,40
,4.7,Descripción de los derechos vinculados a los valores,41
,4.8,Tipo de interés nominal y disposiciones relativas al pago de los intereses,41
,4.9,Fecha de vencimiento y amortización de los valores,47
,4.10,Indicación del rendimiento,50
,4.11,Representación de los tenedores de los valores,58
,4.12,Resoluciones, autorizaciones y aprobaciones para la emisión de los valores,58
,4.13,Fecha de emisión de los valores,59
,4.14,Restricciones sobre la libre transmisibilidad de los valores,60
,4.15,Si son distintos del Emisor, identidad y datos de contacto del oferente de los valores y/o
de la persona que solicite la admisión a cotización,60
5.,ADMISIÓN A COTIZACIÓN Y MODALIDADES DE NEGOCIACIÓN,,61
,5.1,Mercado en el que se negociarán los valores y para el que se ha publicado el Folleto,61
,5.2,Agente de pagos y entidades depositarias,61
6.,GASTOS DE LA ADMISIÓN A COTIZACIÓN,,61
,6.1,Estimación de todos los gastos relacionados con la admisión a cotización,61
7.,INFORMACIÓN ADICIONAL,,62
,7.1,Declaración de la capacidad en que han actuado los asesores relacionados con la
emisión que se mencionan en la Nota de Valores,63
,7.2,Otra información de la Nota de Valores que haya sido auditada o revisada por auditores,63
,7.3,Calificaciones crediticias asignadas a los valores a petición del Emisor en el proceso de
calificación. Breve explicación del significado de las calificaciones,63
,,,
INFORMACIÓN ADICIONAL A INCLUIR EN RELACIÓN CON LOS BONOS DE
TITULIZACIÓN
(Anexo 19 del Reglamento Delegado 2019/980),,,65
1.,VALORES,,65
,1.1,Notificación STS,65
,1.2,Cumplimiento STS,65
,1.3,Denominación mínima de la emisión,65
,1.4,Confirmación de que la información relativa a una empresa o deudor que no participen en
la emisión “se ha reproducido fielmente”,66
2.,ACTIVOS SUBYACENTES,,66
,2.1,Confirmación sobre la capacidad de los activos titulizados para generar los fondos
pagaderos a los valores,66
