Cartera de contratos de arrendamiento financiero seleccionados a 06.06.2007
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Operaciones
%,,Capital pendiente
(euros) %,,%Tipo*
interés,
2,50 - 2,99,64 0,08,,933.444,11 0,03,,2,82,
3,00 - 3,49,2.362 2,85,,23.384.057,55 0,80,,3,30,
3,50 - 3,99,2.593 3,12,,34.634.358,73 1,19,,3,83,
4,00 - 4,49,7.208 8,69,,335.256.673,35 11,53,,4,36,
4,50 - 4,99,27.206 32,79,,1.377.327.661,81 47,37,,4,74,
5,00 - 5,49,24.706 29,77,,784.736.146,38 26,99,,5,17,
5,50 - 5,99,12.220 14,73,,251.081.254,90 8,64,,5,64,
6,00 - 6,49,4.118 4,96,,65.459.663,10 2,25,,6,12,
6,50 - 6,99,1.979 2,38,,29.571.688,09 1,02,,6,56,
7,00 - 7,49,379 0,46,,3.928.575,63 0,14,,7,08,
7,50 - 7,99,97 0,12,,934.244,54 0,03,,7,57,
8,00 - 8,49,31 0,04,,219.585,82 0,01,,8,04,
8,50 - 8,99,14 0,02,,169.645,32 0,01,,8,53,
12,00 - 12,49,1 0,00,,5.554,07 0,00,,12,00,
Total 82.978 100,00 2.907.642.553,40 100,00,,,,,,
Media ponderada: 4,92
Media simple: 5,03
Mínimo: 2,50
Máximo: 12,00
*Tipo de interés nominal medio del intervalo ponderado por el capital pendiente.,Media ponderada:,,,,4,92,
,Media simple:,,,,5,03,
,Mínimo:,,,,2,50,
,Máximo:,,,,12,00,
