Cartera de contratos de arrendamiento financiero seleccionados a 06.06.2007
Clasificación por la fecha vencimiento final,,,
Año de Amortización Final,operaciones
%,Capital pendiente
(euros) %,Vida residual mp*
Meses Fecha
2008,23.072 27,80,245.291.552,07 8,44,13,70 27/07/2008
2009,22.822 27,50,461.431.310,70 15,87,24,95 4/07/2009
2010,16.178 19,50,510.048.452,51 17,54,35,97 5/06/2010
2011,12.894 15,54,514.643.391,92 17,70,48,19 12/06/2011
2012,4.692 5,65,253.016.208,19 8,70,58,41 18/04/2012
2013,1.048 1,26,136.388.445,99 4,69,73,16 11/07/2013
2014,572 0,69,123.707.554,76 4,25,84,57 23/06/2014
2015,317 0,38,91.719.207,15 3,15,96,99 6/07/2015
2016,325 0,39,124.875.032,95 4,29,108,31 15/06/2016
2017,213 0,26,81.120.864,93 2,79,120,35 16/06/2017
2018,181 0,22,82.310.486,77 2,83,132,87 2/07/2018
2019,143 0,17,70.447.819,12 2,42,144,59 24/06/2019
2020,201 0,24,79.176.494,22 2,72,156,96 4/07/2020
2021,187 0,23,71.808.875,87 2,47,169,20 12/07/2021
2022,50 0,06,26.967.525,58 0,93,177,21 13/03/2022
2023,6 0,01,3.314.605,81 0,11,190,30 15/04/2023
2024,9 0,01,6.072.207,84 0,21,206,57 22/08/2024
2025,26 0,03,11.297.666,58 0,39,217,80 30/07/2025
2026,38 0,05,11.586.415,88 0,40,229,39 18/07/2026
2027,4 0,00,2.418.434,56 0,08,236,59 22/02/2027
Total 82.978 100,00 2.907.642.553,40 100,00,,,
Media po nd erada: 63,10 809/2012
Media simple: 32,18 10/02/2010
Mínimo: 6,87 1/01/2008
Máximo: 238,16 11/04/2027
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el capital pendiente de
las operaciones que tienen el vencimiento final en el año correspondiente.,,,
