Fecha Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
23/10/2006
29/01/2007
30/04/2007
30/07/2007
29/10/2007
28/01/2008
28/04/2008
28/07/2008
28/10/2008
28/01/2009
28/04/2009
28/07/2009
28/10/2009
28/01/2010
28/04/2010
28/07/2010
28/10/2010
28/01/2011
28/04/2011
28/07/2011
28/10/2011
30/01/2012
30/04/2012
30/07/2012
29/10/2012
28/01/2013
29/04/2013
29/07/2013
28/10/2013
28/01/2014
28/04/2014
28/07/2014
28/10/2014
28/01/2015
28/04/2015
28/07/2015
28/10/2015
28/01/2016
28/04/2016
28/07/2016
28/10/2016
30/01/2017
28/04/2017
28/07/2017
30/10/2017
29/01/2018
30/04/2018
30/07/2018
29/10/2018
28/01/2019
29/04/2019
29/07/2019
28/10/2019
28/01/2020
28/04/2020
28/07/2020
28/10/2020
28/01/2021
28/04/2021
28/07/2021
28/10/2021
28/01/2022
28/04/2022
28/07/2022
28/10/2022
30/01/2023
28/04/2023
28/07/2023
30/10/2023
29/01/2024,0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
3.983,20
3.839,16
3.700,09
3.565,81
3.436,17
3.311,01
3.190,18
3.073,54
2.960,94
2.852,25
2.747,33
2.646,06
2.548,32
2.453,98
2.362,93
2.275,07
2.190,28
2.108,45
2.029,50
1.953,32
1.879,81
1.808,89
1.740,47
1.674,46
1.610,78
1.549,35
1.490,10
1.432,96
1.377,84
1.324,68
1.273,42
1.223,98
1.176,31
1.130,35
1.086,03
20.993,01
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,1.128,36
1.045,24
1.045,24
1.045,24
1.045,24
1.045,24
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
1.056,72
1.036,69
963,47
924,80
887,53
851,61
817,00
783,66
751,53
728,50
683,18
662,06
641,37
614,44
575,72
557,41
539,50
516,35
488,70
467,49
451,99
441,52
395,05
390,33
385,11
355,99
339,79
324,22
309,24
294,84
280,99
267,68
254,89
245,26
230,78
219,43
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,-100.000
1.128,36
1.045,24
1.045,24
1.045,24
1.045,24
1.045,24
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
1.056,72
1.056,72
1.033,75
1.045,24
5.039,92
4.875,85
4.663,56
4.490,61
4.323,70
4.162,62
4.007,19
3.857,20
3.712,47
3.580,75
3.430,51
3.308,12
3.189,69
3.068,42
2.938,65
2.832,48
2.729,78
2.624,81
2.518,20
2.420,80
2.331,79
2.250,40
2.135,52
2.064,78
1.995,89
1.905,34
1.829,90
1.757,17
1.687,08
1.619,52
1.554,41
1.491,66
1.431,20
1.375,60
1.316,81
21.212,43
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
3,98%
3,84%
3,70%
3,57%
3,44%
3,31%
3,19%
3,07%
2,96%
2,85%
2,75%
2,65%
2,55%
2,45%
2,36%
2,28%
2,19%
2,11%
2,03%
1,95%
1,88%
1,81%
1,74%
1,67%
1,61%
1,55%
1,49%
1,43%
1,38%
1,32%
1,27%
1,22%
1,18%
1,13%
1,09%
20,99%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
100,00%
96,02%
92,18%
88,48%
84,91%
81,48%
78,16%
74,97%
71,90%
68,94%
66,09%
63,34%
60,69%
58,15%
55,69%
53,33%
51,05%
48,86%
46,76%
44,73%
42,77%
40,89%
39,08%
37,34%
35,67%
34,06%
32,51%
31,02%
29,59%
28,21%
26,88%
25,61%
24,39%
23,21%
22,08%
20,99%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
100.000,00
96.016,80
92.177,64
88.477,56
84.911,75
81.475,58
78.164,56
74.974,38
71.900,84
68.939,90
66.087,66
63.340,33
60.694,27
58.145,95
55.691,97
53.329,04
51.053,97
48.863,69
46.755,24
44.725,74
42.772,42
40.892,61
39.083,72
37.343,26
35.668,80
34.058,02
32.508,67
31.018,56
29.585,61
28.207,77
26.883,09
25.609,67
24.385,69
23.209,38
22.079,04
20.993,01
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
,100.000,00,39.711,90,139.711,90,100,00%,,
