Elab,,
,,
,EMISIÓN CAIXA PENEDES 1 TDA, FONDO DE TITULIZACIÓN DE ACTIVOS
(División por Saldo Actual),
,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO PONDERADO
EUROS ACTUAL % POR SALDO MEDIO PONDERADO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses),
,0,00 - 15.000,00 197 55.509,52 0,01 215 182 3,970 12.195,72 2,853 4,750
15.000,00 - 30.000,00 10 257.581,26 0,02 182 149 3,710 26.106,47 2,853 4,401
30.000,00 - 45.000,00 472 19.542.484,55 1,84 232 184 3,780 41.569,32 2,853 4,750
45.000,00 - 60.000,00 1060 55.996.413,41 5,28 256 211 3,750 53.177,15 2,750 4,750
60.000,00 - 75.000,00 1177 79.526.477,65 7,49 290 248 3,710 67.849,24 2,750 4,750
75.000,00 - 90.000,00 1218 100.545.098,24 9,47 306 267 3,680 82.777,11 2,835 4,600
90.000,00 - 105.000,00 1061 103.528.203,42 9,76 317 281 3,650 97.760,99 2,753 4,651
105.000,00 - 120.000,00 1014 113.780.593,98 10,72 323 290 3,660 112.372,81 2,750 4,808
120.000,00 - 135.000,00 842 107.011.348,50 10,08 333 302 3,630 127.247,78 2,750 4,789
135.000,00 - 150.000,00 683 97.171.285,03 9,16 334 306 3,600 142.400,68 2,750 4,500
150.000,00 - 165.000,00 492 77.421.332,92 7,30 341 315 3,580 157.470,22 2,750 4,539
165.000,00 - 180.000,00 392 67.571.671,26 6,37 341 317 3,620 172.471,74 2,750 4,539
180.000,00 - 195.000,00 282 52.826.772,23 4,98 339 315 3,630 187.433,61 2,765 4,408
195.000,00 - 210.000,00 215 43.516.034,34 4,10 344 322 3,590 202.491,75 2,750 4,588
210.000,00 - 225.000,00 145 31.483.796,89 2,97 340 317 3,580 217.218,90 2,753 4,588
225.000,00 - 240.000,00 118 27.368.833,44 2,58 342 321 3,620 232.011,60 2,853 4,787
240.000,00 - 255.000,00 86 21.323.101,13 2,01 341 320 3,570 248.036,81 2,818 4,539
255.000,00 - 270.000,00 54 14.095.038,11 1,33 339 319 3,580 261.081,36 2,818 4,438
270.000,00 - 285.000,00 43 11.873.110,41 1,12 345 323 3,630 276.172,63 2,973 4,401
285.000,00 - 300.000,00 24 7.025.871,35 0,66 330 311 3,660 292.805,80 2,918 4,787
300.000,00 - 315.000,00 19 5.862.036,22 0,55 332 309 3,590 308.582,99 2,970 4,289
315.000,00 - 330.000,00 25 8.074.430,25 0,76 342 319 3,610 323.036,19 2,818 4,289
330.000,00 - 345.000,00 12 4.072.982,90 0,38 335 315 3,830 339.459,85 2,950 4,308
345.000,00 - 360.000,00 10 3.512.238,64 0,33 342 321 3,800 351.243,03 3,000 4,338
360.000,00 - 375.000,00 14 5.155.063,00 0,49 332 314 3,690 368.274,20 2,900 4,539
375.000,00 - 390.000,00 6 2.287.902,37 0,22 350 323 3,470 381.350,15 2,828 4,308
390.000,00 - 405.000,00 1 394.957,14 0,04 360 346 3,960 394.957,14 3,958 3,958,
,TOTALES 9.672 1 .061.280.168,16 100 322 290 3,650 139.351,03 2,750 4,808,
72,,
